time,close,high,low,open,volumefrom,volumeto
2014-12-02,0.007015,0.007601,0.006985,0.007601,0.0,0.0
2014-12-03,0.008806,0.01112,0.006944,0.006947,0.0,0.0
2014-12-04,0.008869,0.01109,0.007201,0.008639,0.0,0.0
2014-12-05,0.007783,0.01133,0.007772,0.009056,0.0,0.0
2014-12-06,0.007503,0.01089,0.00739,0.007755,0.0,0.0
2014-12-07,0.007755,0.008358,0.00745,0.007507,0.0,0.0
2014-12-08,0.006737,0.007689,0.006613,0.007518,0.0,0.0
2014-12-09,0.006361,0.007044,0.006361,0.006501,0.0,0.0
2014-12-10,0.006889,0.006959,0.006284,0.006284,0.0,0.0
2014-12-11,0.006512,0.007054,0.006467,0.006884,0.0,0.0
2014-12-12,0.006803,0.006821,0.006577,0.006619,0.0,0.0
2014-12-13,0.006477,0.006704,0.006477,0.006704,0.0,0.0
2014-12-14,0.006404,0.006725,0.006393,0.006498,0.0,0.0
2014-12-15,0.006237,0.006455,0.005875,0.006331,0.0,0.0
2014-12-16,0.005937,0.006152,0.005934,0.005964,0.0,0.0
2014-12-17,0.005664,0.005933,0.005655,0.005754,0.0,0.0
2014-12-18,0.005484,0.005552,0.005484,0.005493,0.0,0.0
2014-12-19,0.005622,0.005641,0.005405,0.005615,0.0,0.0
2014-12-20,0.005517,0.005844,0.005517,0.005844,0.0,0.0
2014-12-21,0.005388,0.005427,0.005388,0.005388,0.0,0.0
2014-12-22,0.005482,0.005565,0.005479,0.005525,0.0,0.0
2014-12-23,0.005609,0.005639,0.005491,0.005555,0.0,0.0
2014-12-24,0.005478,0.005668,0.005281,0.005394,0.0,0.0
2014-12-25,0.005598,0.005605,0.00534,0.00542,0.0,0.0
2014-12-26,0.005781,0.005808,0.005534,0.005791,0.0,0.0
2014-12-27,0.00567,0.00584,0.005351,0.005525,0.0,0.0
2014-12-28,0.005365,0.005691,0.005365,0.005691,0.0,0.0
2014-12-29,0.005544,0.005557,0.005258,0.005324,0.0,0.0
2014-12-30,0.005005,0.005594,0.004918,0.005494,0.0,0.0
2014-12-31,0.005178,0.005407,0.005117,0.005117,0.0,0.0
2015-01-01,0.004975,0.005385,0.004834,0.005123,0.0,0.0
2015-01-02,0.004596,0.005201,0.004249,0.00498,0.0,0.0
2015-01-03,0.004336,0.004442,0.004135,0.004186,0.0,0.0
2015-01-04,0.004222,0.004275,0.003958,0.003997,0.0,0.0
2015-01-05,0.003732,0.004395,0.00371,0.004384,0.0,0.0
2015-01-06,0.004302,0.005442,0.003825,0.003833,0.0,0.0
2015-01-07,0.004664,0.005614,0.00444,0.00444,0.0,0.0
2015-01-08,0.003958,0.004526,0.003449,0.004526,0.0,0.0
2015-01-09,0.003974,0.00417,0.003974,0.004032,0.0,0.0
2015-01-10,0.0036,0.003852,0.0036,0.003772,0.0,0.0
2015-01-11,0.003479,0.003596,0.003243,0.003487,0.0,0.0
2015-01-12,0.003302,0.00373,0.003299,0.003539,0.0,0.0
2015-01-13,0.002726,0.00347,0.002713,0.002713,0.0,0.0
2015-01-14,0.002205,0.002597,0.002032,0.002032,0.0,0.0
2015-01-15,0.00296,0.003497,0.002744,0.002805,0.0,0.0
2015-01-16,0.003507,0.003507,0.002907,0.00292,0.0,0.0
2015-01-17,0.003524,0.003544,0.003354,0.003384,0.0,0.0
2015-01-18,0.003511,0.003745,0.003475,0.003717,0.0,0.0
2015-01-19,0.003499,0.003599,0.003499,0.003599,0.0,0.0
