time,close,high,low,open,volumefrom,volumeto
2018-09-05,0.00647,0.0093,0.0064,0.00735,72931.06,514.02
2018-09-06,0.0061,0.0077,0.005777,0.00647,430415.4,2668.23
2018-09-07,0.006956,0.008,0.0061,0.0061,1214973.81,8406.64
2018-09-08,0.007004,0.00799,0.006631,0.006956,276771.65,2037.23
2018-09-09,0.0065,0.00725,0.0062,0.007004,135244.15,912.02
2018-09-10,0.007,0.0073,0.0065,0.0065,251427.3,1722.86
2018-09-11,0.007,0.0074,0.006107,0.007,298251.02,2026.79
2018-09-12,0.0061,0.007,0.006,0.007,80620.24,495.71
2018-09-13,0.0068,0.0068,0.0061,0.0061,100117.7,621.74
2018-09-14,0.0068,0.0073,0.006016,0.0068,69368.27,464.98
2018-09-15,0.0065,0.0068,0.0065,0.0068,10869.0,70.65
2018-09-16,0.0065,0.0065,0.0065,0.0065,8546.14,55.55
2018-09-17,0.005961,0.00683,0.0058,0.0065,50032.02,298.32
2018-09-18,0.006448,0.0065,0.005212,0.005961,51670.33,314.86
2018-09-19,0.005212,0.0065,0.005212,0.006448,79447.72,484.19
2018-09-20,0.00683,0.00683,0.005212,0.005212,27167.04,165.01
2018-09-21,0.0055,0.00784,0.005306,0.00683,256528.49,1569.11
2018-09-22,0.0055,0.0055,0.0055,0.0055,0.0,0.0
2018-09-23,0.0059,0.00625,0.0055,0.0055,38818.05,234.63
2018-09-24,0.007077,0.00782,0.005507,0.0059,3594156.18,24626.45
2018-09-25,0.006,0.007077,0.005333,0.007077,721433.36,4376.34
2018-09-26,0.00595,0.006269,0.005389,0.006,376216.68,2115.04
2018-09-27,0.00571,0.00595,0.005475,0.00595,355174.57,1994.6
2018-09-28,0.00523,0.00571,0.00523,0.00571,617041.57,3365.91
2018-09-29,0.00564,0.00564,0.00523,0.00523,23071.3,121.68
2018-09-30,0.00564,0.00564,0.00564,0.00564,0.0,0.0
2018-10-01,0.00564,0.00564,0.0053,0.00564,52876.17,281.86
2018-10-02,0.0051,0.00564,0.005,0.00564,429441.63,2187.08
