time,close,high,low,open,volumefrom,volumeto
2018-07-18,0.01677,0.01677,0.01677,0.01677,25834.64,433.25
2018-07-19,0.0164,0.0164,0.0164,0.0164,0.0,0.0
2018-07-20,0.01579,0.01579,0.01571,0.01571,34122.0,538.79
2018-07-21,0.01622,0.01622,0.01622,0.01622,0.0,0.0
2018-07-22,0.0161,0.0161,0.0161,0.0161,0.0,0.0
2018-07-23,0.01582,0.01582,0.01582,0.01582,0.0,0.0
2018-07-24,0.01798,0.01918,0.01687,0.01687,40000.0,719.2
2018-07-25,0.01767,0.01767,0.01767,0.01767,11374.0,200.98
2018-07-26,0.02197,0.02197,0.01733,0.01733,46112.69,1013.1
2018-07-27,0.01996,0.0256,0.01996,0.02233,85694.55,1710.46
2018-07-28,0.01991,0.01991,0.01991,0.01991,0.0,0.0
2018-07-29,0.01981,0.01981,0.01981,0.01981,0.0,0.0
2018-07-30,0.0194,0.0194,0.0194,0.0194,0.0,0.0
2018-07-31,0.02462,0.02462,0.01836,0.01836,11466.5,282.31
2018-08-01,0.02393,0.02393,0.01721,0.02393,57620.18,1378.85
2018-08-02,0.01058,0.02342,0.01058,0.02342,77294.89,817.78
2018-08-03,0.01877,0.01877,0.006828,0.01075,86627.8,1626.0
2018-08-04,0.01465,0.01829,0.01465,0.01829,19071.85,279.4
2018-08-05,0.01553,0.01725,0.01431,0.01472,73067.23,1134.73
2018-08-06,0.01418,0.01539,0.01418,0.01539,118668.11,1682.71
2018-08-07,0.007653,0.01323,0.005707,0.01323,42818.3,327.69
2018-08-08,0.007111,0.0072,0.007111,0.0072,13325.0,94.75
2018-08-09,0.00727,0.00727,0.00727,0.00727,0.0,0.0
2018-08-10,0.006631,0.006631,0.006631,0.006631,0.0,0.0
2018-08-11,0.00636,0.006459,0.00636,0.00636,97287.17,618.75
2018-08-12,0.006364,0.006364,0.006364,0.006364,0.0,0.0
2018-08-13,0.005681,0.005681,0.005681,0.005681,0.0,0.0
2018-08-14,0.004219,0.005566,0.004219,0.005566,9837.52,41.5
2018-08-15,0.004261,0.004264,0.004261,0.004264,85305.0,363.48
2018-08-16,0.004345,0.004345,0.004345,0.004345,0.0,0.0
2018-08-17,0.004811,0.004811,0.004811,0.004811,0.0,0.0
2018-08-18,0.004467,0.004467,0.004467,0.004467,0.0,0.0
2018-08-19,0.004539,0.004539,0.004539,0.004539,0.0,0.0
2018-08-20,0.004103,0.004103,0.004103,0.004103,0.0,0.0
2018-08-21,0.005201,0.005204,0.004259,0.004259,176780.78,919.44
2018-08-22,0.005002,0.005002,0.005002,0.005002,0.0,0.0
2018-08-23,0.004493,0.004965,0.004493,0.004965,9129.13,41.02
2018-08-24,0.006753,0.006753,0.004584,0.004584,20000.0,135.06
2018-08-25,0.006661,0.006661,0.006661,0.006661,0.0,0.0
2018-08-26,0.006583,0.006583,0.006583,0.006583,0.0,0.0
2018-08-27,0.006912,0.006912,0.006912,0.006912,0.0,0.0
2018-08-28,0.007093,0.007093,0.007093,0.007093,0.0,0.0
2018-08-29,0.006928,0.006928,0.006928,0.006928,0.0,0.0
2018-08-30,0.00682,0.00682,0.00682,0.00682,0.0,0.0
2018-08-31,0.00676,0.00676,0.00676,0.00676,0.0,0.0
2018-09-01,0.007089,0.007089,0.007089,0.007089,0.0,0.0
2018-09-02,0.00708,0.00708,0.00708,0.00708,0.0,0.0
2018-09-03,0.01156,0.01156,0.006935,0.006935,22386.63,258.79
2018-09-04,0.01141,0.01141,0.01141,0.01141,26029.0,296.99
2018-09-05,0.009131,0.009131,0.009131,0.009131,0.0,0.0
2018-09-06,0.009181,0.009181,0.009181,0.009181,0.0,0.0
2018-09-07,0.008606,0.008606,0.008606,0.008606,0.0,0.0
2018-09-08,0.007871,0.007871,0.007871,0.007871,0.0,0.0
2018-09-09,0.00784,0.00784,0.00784,0.00784,0.0,0.0
2018-09-10,0.01104,0.01104,0.007886,0.007886,573177.81,6327.88
2018-09-11,0.009465,0.01037,0.008341,0.01037,3006516.19,28456.68
2018-09-12,0.008906,0.009356,0.008209,0.009356,657997.27,5860.12
2018-09-13,0.009338,0.01028,0.008404,0.01028,10789.57,100.75
2018-09-14,0.009232,0.009232,0.009232,0.009232,3269.78,30.19
2018-09-15,0.009796,0.009796,0.009796,0.009796,4366.64,42.78
2018-09-16,0.006207,0.009729,0.005646,0.009729,12183.32,75.62
2018-09-17,0.005528,0.005548,0.005528,0.005528,6935.66,38.34
2018-09-18,0.0059,0.0059,0.005877,0.005877,2183.0,12.88
2018-09-19,0.005939,0.005939,0.005939,0.005939,0.0,0.0
2018-09-20,0.006363,0.006363,0.006363,0.006363,0.0,0.0
2018-09-21,0.007027,0.007027,0.007012,0.007012,9727.77,68.36
2018-09-22,0.006843,0.006843,0.006831,0.006831,3725.0,25.49
2018-09-23,0.006948,0.00695,0.006948,0.00695,6966.5,48.4
2018-09-24,0.006475,0.006475,0.006475,0.006475,0.0,0.0
2018-09-25,0.006232,0.006232,0.006232,0.006232,2910.6,18.14
2018-09-26,0.00609,0.00609,0.00609,0.00609,0.0,0.0
2018-09-27,0.006513,0.006513,0.006513,0.006513,0.0,0.0
2018-09-28,0.006501,0.006505,0.006299,0.006299,27826.99,180.9
2018-09-29,0.006787,0.006787,0.006787,0.006787,0.0,0.0
2018-09-30,0.006818,0.006824,0.006818,0.006824,2183.3,14.89
2018-10-01,0.006511,0.006772,0.006511,0.006767,40000.0,260.44
2018-10-02,0.006357,0.006357,0.006357,0.006357,0.0,0.0
2018-10-03,0.006269,0.006269,0.006203,0.006203,4993.02,31.3
2018-10-04,0.006254,0.00632,0.006254,0.00632,2183.38,13.65
2018-10-05,0.006427,0.006427,0.006427,0.006427,0.0,0.0
2018-10-06,0.006334,0.006334,0.006334,0.006334,0.0,0.0
2018-10-07,0.006363,0.006363,0.006363,0.006363,0.0,0.0
2018-10-08,0.006467,0.006467,0.006467,0.006467,2183.32,14.12
2018-10-09,0.006415,0.006415,0.006415,0.006415,0.0,0.0
2018-10-10,0.006352,0.006352,0.006352,0.006352,2702.11,17.16
2018-10-11,0.005353,0.005353,0.005353,0.005353,5267.34,28.2
2018-10-12,0.003594,0.005526,0.003594,0.005526,84122.63,302.34
2018-10-13,0.003658,0.003658,0.003658,0.003658,0.0,0.0
2018-10-14,0.003576,0.003576,0.003576,0.003576,0.0,0.0
2018-10-15,0.003866,0.003866,0.003866,0.003866,0.0,0.0
2018-10-16,0.004415,0.004415,0.003855,0.003855,16459.9,72.67
2018-10-17,0.005979,0.005979,0.00436,0.00436,16983.0,101.54
2018-10-18,0.004759,0.005832,0.004759,0.005832,12511.0,59.54
2018-10-19,0.006086,0.006086,0.004767,0.004767,10000.0,60.86
2018-10-20,0.006152,0.006152,0.006152,0.006152,0.0,0.0
2018-10-21,0.006348,0.006348,0.00514,0.006143,36495.87,231.68
2018-10-22,0.00511,0.006312,0.00511,0.006312,8409.47,42.97
2018-10-23,0.005113,0.005113,0.005113,0.005113,3154.0,16.13
2018-10-24,0.003754,0.005093,0.003722,0.005093,426525.0,1601.17
2018-10-25,0.003723,0.003723,0.003723,0.003723,0.0,0.0
2018-10-26,0.003762,0.003762,0.003762,0.003762,0.0,0.0
2018-10-27,0.003752,0.003752,0.003752,0.003752,0.0,0.0
2018-10-28,0.003769,0.003769,0.003769,0.003769,0.0,0.0
2018-10-29,0.009979,0.009979,0.00362,0.00362,91320.79,911.29
2018-10-30,0.008625,0.01001,0.007063,0.01001,99838.34,861.11
2018-10-31,0.004966,0.008697,0.004966,0.008697,216807.75,1076.67
2018-11-01,0.004972,0.004988,0.004972,0.004988,12753.19,63.41
2018-11-02,0.00503,0.00503,0.00503,0.00503,0.0,0.0
2018-11-03,0.006387,0.006387,0.004991,0.004991,20377.0,130.15
2018-11-04,0.006766,0.006766,0.006766,0.006766,0.0,0.0
2018-11-05,0.006715,0.008883,0.006715,0.006715,16947.64,113.8
2018-11-06,0.008119,0.00817,0.007028,0.00703,75765.43,615.14
2018-11-07,0.008061,0.008061,0.008061,0.008061,0.0,0.0
2018-11-08,0.00677,0.007814,0.005718,0.007814,123706.2,837.49
