date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD)
20/08/2015,15830.00773,29,8488159.999,0.018756,12285
21/08/2015,30647.04914,27,8823100.111,0.019496,9841
22/08/2015,10385.74463,17,8625427.08,0.019059,15298
23/08/2015,26380.27457,23,8449606.484,0.018671,14526
24/08/2015,6020.54208,16,8946103.695,0.019768,17868
25/08/2015,47741.90868,20,8430962.517,0.01863,19275
26/08/2015,6171.267144,15,8395795.291,0.018552,23440
27/08/2015,15763.37236,21,8928318.157,0.019729,33126
28/08/2015,91004.47003,21,9114770.584,0.020141,35688
29/08/2015,58454.01258,8,9388698.091,0.020746,5506
30/08/2015,16211.00263,14,9129515.37,0.020173,12083
31/08/2015,4007.570104,10,9445632.072,0.020872,43350
1/09/2015,9033.795617,17,10150160.38,0.022429,12773
2/09/2015,31312.89901,13,9993847.772,0.022083,28018
3/09/2015,24591.61106,29,10253799.23,0.022658,44171
4/09/2015,204794.8189,25,10325481.48,0.022816,18284
5/09/2015,22165.3859,30,10246914.88,0.022642,14578
6/09/2015,16536.62928,9,10373903.67,0.022923,10453
7/09/2015,12678.80451,21,10496997.75,0.023195,13649
8/09/2015,3725.480823,8,10721466.74,0.023691,10101
9/09/2015,4332.06198,9,10132648.18,0.02239,9207
10/09/2015,5798.862342,25,10272079.79,0.022698,7194
11/09/2015,5195.200782,18,10185738.5,0.022507,14522
12/09/2015,15869.58177,9,9800288.283,0.021656,10986
13/09/2015,17731.02612,7,9484051.025,0.020957,2699
14/09/2015,15208.98424,18,9513873.063,0.021023,13818
15/09/2015,3956.50333,16,9453640.166,0.02089,13834
16/09/2015,14412.76695,10,9521061.786,0.021039,9285
17/09/2015,5664.893542,15,9144362.112,0.020206,13079
18/09/2015,37682.37838,14,9360275.982,0.020683,9297
19/09/2015,7474.33866,10,9447665.394,0.020876,8195
20/09/2015,20572.20864,24,9434089.408,0.020846,4286
21/09/2015,7723.431729,18,9385298.235,0.020739,6771
22/09/2015,53107.85815,36,9231436.402,0.020399,11870
23/09/2015,40822.96161,52,9285519.041,0.020518,24934
24/09/2015,10225.96575,14,8722861.251,0.019275,10803
25/09/2015,4642.152702,8,9126305.72,0.020166,2098
26/09/2015,12559.62086,12,9275651.132,0.020496,8007
27/09/2015,8824.41232,13,9199846.15,0.020329,6881
28/09/2015,8683.517172,16,9070010.612,0.020042,17376
29/09/2015,3899.837126,6,9167167.65,0.020257,7120
30/09/2015,16602.30975,19,8919355.625,0.019709,14328
1/10/2015,78290.4472,32,9072721.646,0.020048,46629
2/10/2015,4401.354756,17,8424039.459,0.018614,12611
3/10/2015,4514.243544,10,8328552.452,0.018404,7786
4/10/2015,9136.615311,16,8494816,0.018771,6121
5/10/2015,170933.0607,16,8506312.232,0.018796,12696
6/10/2015,8100.482408,15,8437211.825,0.018644,8440
7/10/2015,8858.939832,11,8707968.045,0.019242,9478
8/10/2015,311182.0762,11,8760286.179,0.019358,4811
9/10/2015,143378.6015,12,8879940.301,0.019622,16188
10/10/2015,3914.6106,7,9299998.257,0.02055,33584
11/10/2015,196169.5611,14,9037783.858,0.019971,11168
12/10/2015,3470.551105,6,8808749.01,0.019465,5039
13/10/2015,14895.05431,16,8660714.464,0.019137,7615
14/10/2015,276.10088,3,8950762.739,0.019778,20512
15/10/2015,14139.30752,7,8942389.667,0.01976,17538
16/10/2015,33984.846,16,8844954.035,0.019545,15331
17/10/2015,23036.8216,19,8774185.979,0.019388,44304
18/10/2015,25965.52607,21,8061672.419,0.017814,9033
19/10/2015,70366.14134,67,7593960.46,0.01678,9374
20/10/2015,175039.1965,166,7913181.502,0.017486,89879
21/10/2015,155149.0022,53,7138886.13,0.015775,40869
22/10/2015,140232.0804,43,7570997.434,0.016729,81116
23/10/2015,4935.934728,19,6895630.419,0.015237,20028
24/10/2015,26266.76332,49,6906051.651,0.01526,56324
25/10/2015,89261.12755,34,6138057.143,0.013563,86251
26/10/2015,26774.63518,38,6223500.59,0.013752,55152
27/10/2015,89153.57273,21,6244890.621,0.013799,38841
28/10/2015,293928.9932,75,7177126.844,0.015859,27671
29/10/2015,5177.735496,14,6756070.819,0.014929,19977
30/10/2015,7567.314996,15,7287277.133,0.016103,19616
31/10/2015,22491.06616,11,7409689.948,0.016373,5781
1/11/2015,37827.29601,57,6843781.938,0.015123,21400
2/11/2015,8608.53888,18,7363977.859,0.016272,13128
3/11/2015,24293.16222,50,7111003.144,0.015713,81548
4/11/2015,38661.4224,50,6907465.586,0.015264,85450
5/11/2015,12777.87231,18,5335634.465,0.01179,22263
6/11/2015,2158.54116,5,5821954.813,0.012865,30183
7/11/2015,154.02489,2,6005327.506,0.01327,10104
8/11/2015,58796.44655,50,6301841.51,0.013925,6471
9/11/2015,14431.84774,15,5853138.747,0.012934,5043
10/11/2015,26567.066,8,6071180.888,0.013415,6722
11/11/2015,3845.780355,7,5790293.621,0.012795,21102
12/11/2015,26295.59058,13,6722130.056,0.014854,35236
13/11/2015,6271.69556,10,7295003.004,0.01612,5738
14/11/2015,356.79413,3,6994295.223,0.015455,5465
15/11/2015,607.16136,5,6494989.306,0.014352,4408
16/11/2015,778.091547,3,6811500.159,0.015051,1206
17/11/2015,44911.30787,2,6896084.894,0.015238,4548
18/11/2015,40040.82176,7,6882054.113,0.015207,1090
19/11/2015,25401.3773,48,6960256.214,0.01538,4813
20/11/2015,4032.407973,14,6239444.998,0.013787,33980
21/11/2015,4937.545124,14,5399811.475,0.011932,7567
22/11/2015,3502.429665,17,5627624.569,0.012435,6706
23/11/2015,25244.31074,19,5654406.09,0.012495,5647
24/11/2015,5136.17804,9,5410577.507,0.011956,7941
25/11/2015,6264.185463,11,5266308.411,0.011637,7907
26/11/2015,6329.3422,10,5398950.686,0.01193,14355
27/11/2015,5093.467049,7,5621197.46,0.012421,4835
28/11/2015,15747.4284,8,5724611.538,0.01265,4244
29/11/2015,10210.48528,5,5872950.475,0.012977,5174
30/11/2015,45898.52994,10,5960067.813,0.01317,13810
1/12/2015,2288.285034,8,5617895.094,0.012414,16950
2/12/2015,29391.62786,9,5623416.126,0.012426,1501
3/12/2015,2211.03846,6,5567299.576,0.012302,2848
4/12/2015,3976.725186,21,5711892.494,0.012622,12241
5/12/2015,9614.489984,27,6002821.251,0.013264,7576
6/12/2015,13592.40292,9,6917937.157,0.015286,15349
7/12/2015,8134.375076,4,7240026.902,0.015998,20113
8/12/2015,17125.36415,17,6974047.645,0.01541,23452
9/12/2015,36664.20715,10,7221655.291,0.015958,8988
10/12/2015,594.115938,3,7420818.027,0.016398,1186
11/12/2015,610.425,4,7366689.898,0.016278,8431
12/12/2015,25192.53798,13,8003033.833,0.017684,6400
13/12/2015,20396.90949,12,7461998.016,0.016489,3864
14/12/2015,11307.6518,9,7286642.422,0.016101,6163
15/12/2015,10208.33823,15,7001527.572,0.015471,14690
16/12/2015,5977.20064,8,7132136.351,0.01576,10859
17/12/2015,1542.040332,13,7203969.367,0.015918,5314
18/12/2015,1803.676272,14,6799058.791,0.015024,4258
19/12/2015,18890.17062,10,6965873.447,0.015392,7262
20/12/2015,9621.523832,15,6768193.338,0.014956,6808
21/12/2015,1543.017186,2,6803407.947,0.015033,8307
22/12/2015,755287.3635,21,6553821.039,0.014482,6777
23/12/2015,36237.33451,19,6899259.904,0.015245,27600
24/12/2015,3159.477738,6,6354202.291,0.014041,3901
25/12/2015,0,0,6724837.191,0.01486,2518
26/12/2015,665.169402,3,6617269.574,0.014622,4860
27/12/2015,5795.562717,5,6225677.175,0.013757,1353
28/12/2015,1877.646472,6,6542192.073,0.014456,2391
29/12/2015,4797.554148,7,6264051.629,0.013842,11735
30/12/2015,108.652476,2,6334962.465,0.013998,2327
31/12/2015,3669.694944,10,6179843.432,0.013656,6280
1/01/2016,66265.94839,13,6586402.337,0.014554,5787
2/01/2016,240.07599,5,6519647.823,0.014406,2432
3/01/2016,29439.19172,3,6637409.44,0.014667,7725
4/01/2016,9779.491634,19,6791270.695,0.015007,12981
5/01/2016,10923.47063,24,6709313.475,0.014826,6418
6/01/2016,52496.54219,26,6642677.079,0.014678,20121
7/01/2016,15963.82382,19,7954061.475,0.017576,40361
8/01/2016,213474.9029,22,7771185.798,0.017172,24942
9/01/2016,38894.74418,7,7902018.129,0.017461,2811
10/01/2016,5817.09816,10,7711720.195,0.01704,6587
11/01/2016,5445.179232,4,7696967.355,0.017008,6394
12/01/2016,12083.90962,6,7961212.617,0.017592,12209
13/01/2016,12554.92206,9,7886856.667,0.017428,13116
14/01/2016,2469.380847,10,7862097.686,0.017373,13553
15/01/2016,967.41568,4,7425229.876,0.016408,13864
16/01/2016,14079.86547,7,6687236.522,0.014777,15036
17/01/2016,1228.888595,7,6964469.468,0.015389,3952
18/01/2016,510625.4744,36,6736381.84,0.014885,183548
19/01/2016,13918.03259,15,8757434.586,0.019351,122728
20/01/2016,27129.71792,73,8554499.151,0.018903,208735
21/01/2016,10581.14561,34,7610979.645,0.016818,49554
22/01/2016,26665.7333,59,7466615.307,0.016499,53328
23/01/2016,8978.010992,70,7411211.433,0.016376,103859
24/01/2016,7635.340565,102,7937316.547,0.017539,48693
25/01/2016,4868.015467,90,8740097.419,0.019313,41730
26/01/2016,11727.59594,34,8237030.962,0.018201,206228
27/01/2016,17273.2252,39,8983994.498,0.019852,86009
28/01/2016,36165.76338,51,10718605.1,0.023685,65253
29/01/2016,27932.04297,50,9816314.686,0.021691,113201
30/01/2016,32409.92191,43,8773348.864,0.019386,86377
31/01/2016,6950.390038,11,9475589.639,0.020938,58491
1/02/2016,12239.39132,12,9067527.912,0.020036,40138
2/02/2016,36111.84103,49,8778206.796,0.019397,107198
3/02/2016,22141.12588,30,8310441.473,0.018364,35522
4/02/2016,10835.09275,17,8246328.201,0.018222,49354
5/02/2016,6003.27936,24,9248538.676,0.020436,56418
6/02/2016,5670.647704,19,9593513.14,0.021199,22542
7/02/2016,7642.113551,15,8952971.592,0.019783,28505
8/02/2016,2450.331624,6,9545733.638,0.021093,41224
9/02/2016,7494.302844,22,9379868.696,0.020727,65458
10/02/2016,47234.28063,79,9107617.471,0.020125,342853
11/02/2016,280811.7054,275,12793805.79,0.02827,1688700
12/02/2016,305925.6268,106,15181775.78,0.033547,251712
13/02/2016,70250.1837,77,17864696.97,0.039475,151376
14/02/2016,298169.4801,94,17109499.82,0.037807,272079
15/02/2016,217595.98,102,20883741.51,0.046147,368084
16/02/2016,167818.7192,187,24340182.61,0.053784,1582470
17/02/2016,249836.692,137,21178671.51,0.046798,960935
18/02/2016,175618.9243,114,22608876.43,0.049959,512532
19/02/2016,204744.8925,77,21203268.92,0.046853,275660
20/02/2016,18575.89494,46,22649069.56,0.050047,183364
21/02/2016,44613.30754,47,22818021.36,0.050421,167012
22/02/2016,260550.2088,95,24749513.72,0.054689,579373
23/02/2016,306878.9479,109,27021948.14,0.05971,1171040
24/02/2016,210800.5446,150,27930630.01,0.061718,1179950
25/02/2016,227421.6811,113,31558146.25,0.069734,851955
26/02/2016,228068.3256,126,29944446.4,0.066168,1001770
27/02/2016,266496.4658,164,32371488.81,0.071531,1881970
28/02/2016,1640464.543,306,38686763.05,0.085486,4523880
29/02/2016,587483.7974,116,39624759.35,0.087558,1235240
1/03/2016,790573.284,146,41004767.4,0.090608,1256940
2/03/2016,558751.778,176,36060565.75,0.079683,1295610
3/03/2016,883131.327,203,38939088.41,0.086043,1784540
4/03/2016,160810.276,141,44704801.15,0.098784,1037990
5/03/2016,438107.3549,200,44618047.3,0.098592,1756960
6/03/2016,459203.6241,177,49124564.81,0.10855,1948440
7/03/2016,190802.8831,125,47591316.84,0.105162,1989790
8/03/2016,402116.977,183,46550899.15,0.102863,1051390
9/03/2016,482602.8963,154,47527506.82,0.105021,783888
10/03/2016,213274.4971,119,48767047.45,0.10776,743564
11/03/2016,158799.7589,114,50813490,0.112282,653124
12/03/2016,1936348.258,77,49529145.92,0.109444,575368
13/03/2016,385248.4673,127,48650031.52,0.107502,1742440
14/03/2016,392079.1845,148,43034613.05,0.095093,678561
15/03/2016,195822.0014,103,42343066.01,0.093565,644180
16/03/2016,535893.4345,86,46848937.69,0.103522,455354
17/03/2016,292194.1547,105,44224165.3,0.097722,1058330
18/03/2016,2324648.794,106,38017928.92,0.084008,776299
19/03/2016,75473.96069,56,36338773.16,0.080297,554219
20/03/2016,85662.03451,47,39275213.91,0.086786,196135
21/03/2016,361109.0203,70,37840251.3,0.083615,433710
22/03/2016,404018.1531,50,42035832.05,0.092886,1125120
23/03/2016,67985.39709,58,39707853.49,0.087742,319866
24/03/2016,365033.8066,52,41149065.17,0.090927,487445
25/03/2016,138784.9902,38,44120692.12,0.097493,335060
26/03/2016,82221.15246,31,44193696.11,0.097654,337372
27/03/2016,95435.18288,38,42117743.79,0.093067,458546
28/03/2016,222289.5015,52,39994595.04,0.088376,220639
29/03/2016,35212.97585,33,40681200.92,0.089893,199610
30/03/2016,332073.883,41,39686895.55,0.087696,344576
31/03/2016,441803.168,43,37939373.27,0.083834,197295
1/04/2016,77465.83367,34,36682856.05,0.081058,166052
2/04/2016,52944.76944,36,36218856.66,0.080032,133814
3/04/2016,152213.6779,40,36111188.08,0.079794,139365
4/04/2016,82707.97055,37,37064585.5,0.081901,159205
5/04/2016,145032.9884,102,37336238.58,0.082502,214400
6/04/2016,53599.79259,86,35071361.89,0.077497,191250
7/04/2016,64826.51678,52,34308359.46,0.075811,103627
8/04/2016,58032.49342,57,33877443.45,0.074859,181604
9/04/2016,19830.9952,36,34461053.2,0.076148,102881
10/04/2016,399123.4289,161,33821102.67,0.074734,1005620
11/04/2016,202879.7756,85,30449083.65,0.067283,243035
12/04/2016,111964.2004,74,28132955.08,0.062165,889535
13/04/2016,361070.4539,72,36839390.47,0.081404,959498
14/04/2016,224852.0904,39,36047751.13,0.079654,344636
15/04/2016,60380.35804,44,34675562.35,0.076622,186775
16/04/2016,17932.36153,23,34269707.94,0.075725,100020
17/04/2016,83285.07403,47,35050636.8,0.077451,562026
18/04/2016,26801.97266,54,36413272.18,0.080462,136966
19/04/2016,133920.011,61,37905790.01,0.08376,446426
20/04/2016,101857.0223,48,35662171.15,0.078802,177374
21/04/2016,230239.7115,50,35589673.09,0.078642,402294
22/04/2016,144843.8125,58,34274700.35,0.075736,380914
23/04/2016,101015.9011,51,32331829.69,0.071443,309897
24/04/2016,67539.27834,42,34016813.88,0.075167,214339
25/04/2016,121010.3118,70,32118707.77,0.070972,537331
26/04/2016,112741.8084,84,27672458.05,0.061148,802554
27/04/2016,82833.5061,60,22706608.71,0.050175,610037
28/04/2016,135529.9641,43,24769505.99,0.054733,249361
29/04/2016,120359.14,41,24750402.31,0.054691,192749
30/04/2016,37434.58654,51,23754928.84,0.052491,179701
1/05/2016,30390.23921,19,25354745.5,0.056026,144805
2/05/2016,76066.20092,37,26243148.6,0.057989,184953
3/05/2016,52081.69232,49,27519028.41,0.060809,297398
4/05/2016,135283.5286,28,26857895.98,0.059348,218531
5/05/2016,9793.95546,10,26285601.39,0.058083,51444
6/05/2016,268611.5342,63,26444041.24,0.058433,150616
7/05/2016,675450.6072,91,26309782.72,0.058137,684554
8/05/2016,148762.9543,45,23173306.28,0.051206,307660
9/05/2016,73049.88365,52,22707365.35,0.050176,453568
10/05/2016,118563.3474,63,21509857.23,0.04753,2125310
11/05/2016,232407.6284,37,24006231.03,0.053046,273040
12/05/2016,35170.66501,52,24051576.35,0.053147,223011
13/05/2016,13604.23026,23,23867704.85,0.05274,132859
14/05/2016,110915.3874,15,23828241.84,0.052653,196094
15/05/2016,28421.44179,22,23085285.46,0.051011,52499
16/05/2016,47580.10361,26,23666801.26,0.052296,374441
17/05/2016,44989.1573,78,26738737.72,0.059084,1636920
18/05/2016,39612.61444,54,27909053.46,0.06167,654567
19/05/2016,40323.46818,50,26232024.57,0.057965,547101
20/05/2016,176127.7854,75,27048868.61,0.05977,758868
21/05/2016,162429.0654,70,25829020.58,0.057074,433931
22/05/2016,4328.738486,18,26475176.9,0.058502,271536
23/05/2016,70766.59473,55,27084856.53,0.059849,413464
24/05/2016,32891.00864,26,26161788.93,0.057809,307131
25/05/2016,80887.75128,53,25317591.99,0.055944,260799
26/05/2016,57344.30348,35,25073122.35,0.055404,226267
27/05/2016,290462.9202,45,24711171.91,0.054604,441756
28/05/2016,372399.4973,39,24764207.16,0.054721,581545
29/05/2016,346325.4579,48,26055211.47,0.057574,369392
30/05/2016,224501.7557,51,29005441.54,0.064093,415024
31/05/2016,162829.9814,52,32286289.63,0.071343,887758
1/06/2016,467439.3805,139,28049507.01,0.061981,1200160
2/06/2016,74305.8582,40,26404257.92,0.058345,380672
3/06/2016,88743.58599,50,27325566.9,0.060381,316376
4/06/2016,87087.87657,45,27395713.03,0.060536,241253
5/06/2016,16458.47062,20,27690595.8,0.061188,130192
6/06/2016,110040.6112,49,27684940.48,0.061175,314356
7/06/2016,49253.136,61,26904143.63,0.05945,541168
8/06/2016,19612.2574,39,25213144.42,0.055713,227555
9/06/2016,101956.5145,79,24892237.21,0.055004,436743
10/06/2016,63092.65921,41,25168519.02,0.055615,144775
11/06/2016,11110.61499,20,24989403.23,0.055219,60025
12/06/2016,105241.3502,101,25864026.9,0.057152,614155
13/06/2016,97024.53877,48,23549789.96,0.052038,551234
14/06/2016,25582.02184,45,24006548.1,0.053047,473956
15/06/2016,80951.19848,112,23616546.62,0.052185,2465240
16/06/2016,76249.98623,56,32375146.6,0.071539,1695250
17/06/2016,209960.9181,91,35816462.63,0.079143,1170100
18/06/2016,38694.22479,47,30350342.31,0.067065,479228
19/06/2016,16698.4552,35,32153986.46,0.07105,195570
20/06/2016,22228.54228,28,31716724.87,0.070084,394540
21/06/2016,115109.1069,68,34268533.93,0.075723,503741
22/06/2016,82361.49825,64,33638801.26,0.074331,1433000
23/06/2016,850853.1352,278,36234147.03,0.080066,786102
24/06/2016,281494.2144,156,38700619.42,0.085516,2137680
25/06/2016,48833.19292,50,35373615.67,0.078165,921933
26/06/2016,12923.27812,28,33695739.31,0.074457,269339
27/06/2016,499345.9138,31,33982568.19,0.075091,208772
28/06/2016,91669.70912,59,34164178.69,0.075492,246635
29/06/2016,211109.3142,51,33541139.72,0.074115,437105
30/06/2016,138153.9791,52,34658590.98,0.076585,385070
1/07/2016,131157.6604,38,34376925.53,0.075962,160876
2/07/2016,827467.7739,213,33530061.23,0.074091,300063
3/07/2016,49508.8818,67,32409449.63,0.071615,178904
4/07/2016,44898.96211,48,32193902.04,0.071138,103442
5/07/2016,171806.468,51,32092487.71,0.070914,234980
6/07/2016,51065.75981,59,31263271.13,0.069082,110209
7/07/2016,43779.50082,24,30906298.68,0.068293,218403
8/07/2016,31755.49781,39,30601911.93,0.067621,144540
9/07/2016,21962.71784,27,30584849.66,0.067583,109846
10/07/2016,4536.54832,14,29984312.91,0.066256,205804
11/07/2016,40583.9347,42,30454240.62,0.067294,194119
12/07/2016,60514.50106,49,30628163.83,0.067679,203847
13/07/2016,76708.03597,55,31658304.51,0.069955,323371
14/07/2016,55345.0456,36,29881714.56,0.066029,126806
15/07/2016,202202.5289,125,30695272.21,0.067827,619451
16/07/2016,233270.9108,77,35648223.36,0.078772,227932
17/07/2016,45010.30908,28,34158517.68,0.07548,152616
18/07/2016,92187.20757,29,33516709.6,0.074061,117944
19/07/2016,155584.3745,57,33713252.92,0.074496,196335
20/07/2016,58805.35315,35,33414520.52,0.073836,134834
21/07/2016,66580.46456,56,32608899.21,0.072056,185485
22/07/2016,51337.58157,133,34029678.95,0.075195,193882
23/07/2016,81592.33732,56,34021943.03,0.075178,326395
24/07/2016,53299.00024,69,36126309.37,0.079828,263289
25/07/2016,65465.82775,49,36146578.86,0.079873,165457
26/07/2016,396484.7753,75,34959766.53,0.07725,675964
27/07/2016,68891.91425,81,33877439.85,0.074859,262743
28/07/2016,25716.06929,33,33803267.7,0.074695,187236
29/07/2016,21784.74728,35,34023473.56,0.075181,210492
30/07/2016,21148.48076,22,35476035.71,0.078391,306069
31/07/2016,84418.16814,85,36218987.35,0.080033,169271
1/08/2016,133047.4919,33,35249260.72,0.07789,155627
2/08/2016,105681.7907,104,34260687.15,0.075706,627763
3/08/2016,198804.4259,105,31807739.97,0.070285,383014
4/08/2016,111230.647,68,31059411.33,0.068632,543430
5/08/2016,72274.46423,84,34125247.32,0.075406,793987
6/08/2016,104704.9544,112,38920643.76,0.086003,851678
7/08/2016,115773.5376,73,39797505.15,0.08794,649226
8/08/2016,53840.69885,61,38796284.03,0.085728,311110
9/08/2016,534115.8564,140,41165028.69,0.090962,1228590
10/08/2016,157068.6652,121,42077226.02,0.092978,826379
11/08/2016,341219.8934,46,39667710.24,0.087653,255147
12/08/2016,920136.7471,260,40307938.6,0.089068,5798800
13/08/2016,1267250.792,234,53288951.74,0.117752,3328370
14/08/2016,93282.00722,94,46385264.78,0.102497,1262070
15/08/2016,84201.35868,44,48851675.02,0.107947,628822
16/08/2016,197188.0266,78,46100156.06,0.101867,369375
17/08/2016,180573.8956,101,45744994.44,0.101082,287428
18/08/2016,87784.34049,55,45216182.74,0.099914,369519
19/08/2016,118669.0374,65,44171556.06,0.097605,293021
20/08/2016,44453.12325,48,45026431.8,0.099494,144440
21/08/2016,123201.9908,75,44688192.65,0.098747,403467
22/08/2016,199092.4261,68,48192306.71,0.10649,536259
23/08/2016,162920.2275,88,48039796.21,0.106153,782280
24/08/2016,134457.7528,104,46912940.79,0.103663,1400560
25/08/2016,218788.1305,109,53144587.17,0.117433,681019
26/08/2016,131570.8366,77,51431224.31,0.113647,450994
27/08/2016,55459.24542,59,49605627.76,0.109613,229637
28/08/2016,188947.5872,118,49878517.14,0.110216,379119
29/08/2016,72922.18337,64,47427039.99,0.104799,925643
30/08/2016,207574.1134,181,51481910.11,0.113759,340548
31/08/2016,165988.3118,110,50453710.85,0.111487,553648
1/09/2016,121768.2346,102,48471382.99,0.107107,706656
2/09/2016,144571.4609,93,44564328.19,0.098473,333883
3/09/2016,107021.7174,72,44657570.07,0.098679,613386
4/09/2016,52248.05535,88,40157420.47,0.088735,956501
5/09/2016,114406.9235,59,39946760.14,0.08827,334406
6/09/2016,206703.1889,90,43497172.79,0.096115,408419
7/09/2016,32404.3261,45,40446142.26,0.089373,166394
8/09/2016,92980.39659,72,41731087.99,0.092213,556324
9/09/2016,82510.19993,68,44598362.64,0.098548,264048
10/09/2016,58369.55634,45,44147393.25,0.097552,460265
11/09/2016,46070.75192,60,48371516.91,0.106886,288524
12/09/2016,103322.2319,40,45836004.5,0.101283,357911
13/09/2016,92392.20867,46,45182196.26,0.099839,229380
14/09/2016,87999.72601,36,44614335.7,0.098584,125140
15/09/2016,62332.34593,71,44155041.07,0.097569,267782
16/09/2016,45310.76738,80,43449790.19,0.09601,259796
17/09/2016,44412.66968,53,42189198.95,0.093225,189400
18/09/2016,64596.9697,33,41738821.06,0.09223,126436
19/09/2016,260880.107,44,43046973.24,0.09512,215638
20/09/2016,149338.1263,87,41462653.62,0.09162,502771
21/09/2016,147458.009,105,38336708.75,0.084712,283959
22/09/2016,20531.37629,52,39232220.89,0.086691,103826
23/09/2016,59476.55178,50,38325937.09,0.084688,128825
24/09/2016,57734.86335,47,38771702.43,0.085673,86926
25/09/2016,62842.4852,67,39202713.76,0.086626,163852
26/09/2016,138847.73,65,38643903.4,0.085391,231914
27/09/2016,86788.39066,65,38310637.63,0.084655,164423
28/09/2016,108442.536,94,37035441.75,0.081837,119172
29/09/2016,77408.57429,37,37360011.94,0.082554,115600
30/09/2016,319599.252,132,38014443.66,0.084,1098120
1/10/2016,93597.32907,46,41462352.42,0.091619,366913
2/10/2016,52669.62738,38,40379666.65,0.089227,118976
3/10/2016,53476.75359,39,40133063.95,0.088682,154112
4/10/2016,7969.613857,29,38291906.13,0.084613,133037
5/10/2016,31643.67981,42,39067351.56,0.086327,172398
6/10/2016,8142.190745,28,37446494.58,0.082745,76924
7/10/2016,20812.77058,37,37625977.36,0.083142,96382
8/10/2016,34656.1413,40,37683906.23,0.08327,144014
9/10/2016,18160.12885,23,38259596.12,0.084542,101146
10/10/2016,14348.23265,20,38585161.58,0.085261,98001
11/10/2016,71920.53882,40,38627878.22,0.085356,133360
12/10/2016,107030.0244,31,37748347.53,0.083412,185054
13/10/2016,76491.2507,33,37597738.75,0.083079,76705
14/10/2016,37167.08626,32,37224834.66,0.082255,68059
15/10/2016,130336.754,52,37127072.68,0.082039,942923
16/10/2016,72177.65284,67,40096371.98,0.088601,269403
17/10/2016,23932.75633,49,40409589.27,0.089293,692185
18/10/2016,437974.6494,119,42472356.57,0.093851,708837
19/10/2016,28667.58108,57,41551099.23,0.091815,286044
20/10/2016,197963.3447,121,40810363.4,0.090178,253167
21/10/2016,74581.96,527,40080940.35,0.088566,195916
22/10/2016,11599.18905,19,39475469.77,0.087229,115738
23/10/2016,77835.08461,220,40126465.15,0.088667,112827
24/10/2016,278336.8374,204,39834071.26,0.088021,138133
25/10/2016,129857.7896,45,40805746.38,0.090168,144896
26/10/2016,47080.3806,42,40546341.5,0.089595,144988
27/10/2016,96271.47144,62,40238649.24,0.088915,439658
28/10/2016,151563.3626,78,37460829.02,0.082777,713729
29/10/2016,215984.1514,145,32896620.56,0.072691,1283670
30/10/2016,81581.7051,50,33737912.68,0.07455,323955
31/10/2016,137140.6784,51,35178063.51,0.077733,387093
1/11/2016,73602.52562,56,32362111.23,0.07151,355137
2/11/2016,178856.8403,167,32959709.7,0.072831,188414
3/11/2016,108898.3342,110,33231919.85,0.073432,352820
4/11/2016,116542.0452,74,33075910.94,0.073087,179912
5/11/2016,8035.245695,26,35111368.49,0.077585,74599
6/11/2016,23245.76646,43,35422046.01,0.078272,67263
7/11/2016,62789.09055,78,35221701.86,0.077829,109776
8/11/2016,86681.71169,87,36517766.11,0.080693,171298
9/11/2016,60105.35532,81,36214649.07,0.080023,263131
10/11/2016,78532.44025,48,34993886.65,0.077326,91102
11/11/2016,26477.57787,57,34978183.49,0.077291,69475
12/11/2016,84189.41897,31,35328956.17,0.078066,150864
13/11/2016,30086.39333,14,34506216.02,0.076248,146361
14/11/2016,112046.6273,69,36090556.95,0.079749,84266
15/11/2016,45581.02479,100,35794676.93,0.079095,104222
16/11/2016,30862.99043,68,36428254.06,0.080495,213064
17/11/2016,110857.6037,102,33837073.81,0.074769,131200
18/11/2016,42987.14075,70,33625096.68,0.074301,158616
19/11/2016,54288.55443,69,31049801.32,0.06861,65191
20/11/2016,24488.4705,61,31141036.2,0.068812,175204
21/11/2016,37199.50689,61,31841091.54,0.070359,129249
22/11/2016,57632.23866,63,33522553.29,0.074074,145940
23/11/2016,63796.15387,82,32713026.01,0.072286,62757
24/11/2016,167629.7395,83,33154581.22,0.073261,112018
25/11/2016,86687.09255,84,32652655.31,0.072152,76727
26/11/2016,53430.04132,73,31418725.18,0.069426,81324
27/11/2016,80081.77359,50,31783978.24,0.070233,39950
28/11/2016,61259.54073,45,31797414.24,0.070262,54910
29/11/2016,39392.12174,52,32583005.4,0.071998,84514
30/11/2016,52439.86035,68,32493898.63,0.071801,70042
1/12/2016,25692.1813,57,32078319,0.070883,74809
2/12/2016,150094.9597,77,31514749.41,0.069638,106504
3/12/2016,121252.3028,96,29737671.95,0.065711,222889
4/12/2016,397679.6368,73,32136356.71,0.071011,332654
5/12/2016,115386.4437,112,27844146.76,0.061527,274981
6/12/2016,77470.17308,104,27546093.65,0.060868,152206
7/12/2016,120359.8151,112,28010321.77,0.061894,259722
8/12/2016,102740.08,99,29701374.89,0.065631,77453
9/12/2016,113760.0006,97,29002682.9,0.064087,113608
10/12/2016,67886.05885,69,30445196.68,0.067274,73953
11/12/2016,49614.98304,46,29673637.7,0.06557,46964
12/12/2016,83856.29091,111,29953714.25,0.066188,235090
