time (UTC), time (unix millis), index (BTC), index (USD)
2019-06-01 00:00:57,1559347257174,0.0112849391786082436,96.8156453640308854
2019-05-31 00:00:48,1559260848981,0.0111290408119253045,92.3552507478130025
2019-05-30 00:00:48,1559174448791,0.0113408095560059326,98.4233931672322342
2019-05-29 00:00:52,1559088052486,0.010927203106822915,95.6583454648734062
2019-05-28 00:00:56,1559001656521,0.0108671029087673999,95.8656092830066768
2019-05-27 00:00:25,1558915225595,0.0106107517794678564,92.7980076716225426
2019-05-26 00:00:40,1558828840979,0.0112430037918506281,90.9374754165974224
2019-05-25 00:00:10,1558742410582,0.0112761031569881594,90.4762527012073576
2019-05-24 00:00:53,1558656053031,0.0117211084615128774,92.4274105053219586
2019-05-23 00:00:39,1558569639622,0.0112848388752833893,86.4603962800427013
2019-05-22 00:00:08,1558483208070,0.0114261918509702687,91.0751807819856367
2019-05-21 00:00:01,1558396801893,0.011114735407624244,89.079173743535506
2019-05-20 00:00:36,1558310436040,0.0111530619158764985,91.5662678246292074
2019-05-19 00:00:37,1558224037957,0.011905043809744607,86.8736790263798184
2019-05-18 00:00:03,1558137603170,0.0116445909235845385,86.0775922191219678
2019-05-17 00:00:38,1558051238567,0.0116568220515749551,92.0049790768572677
2019-05-16 00:00:36,1557964836016,0.011555863923244045,94.7803474669183998
2019-05-15 00:00:59,1557878459965,0.0105222078957734073,84.1856962405831979
2019-05-14 00:00:39,1557792039614,0.0102778682491538251,80.3975689447152888
2019-05-13 00:00:44,1557705644048,0.0111178587201617354,77.5182372996097655
2019-05-12 00:00:03,1557619203858,0.0118323656370062785,85.2826673707681238
2019-05-11 00:00:11,1557532811562,0.0116797162744605686,74.1973545699725463
2019-05-10 00:00:57,1557446457468,0.011839816304315777,72.9182347094346142
2019-05-09 00:00:02,1557360002485,0.0125718992032156744,75.0584082164442918
2019-05-08 00:00:44,1557273644825,0.01289867268674234,74.9979348948644571
2019-05-07 00:00:16,1557187216077,0.0132665883976284087,75.9261379583910383
2019-05-06 00:00:24,1557100824424,0.0131053038498306976,75.5113176266645354
2019-05-05 00:00:47,1557014447404,0.0131324832527779951,76.2907737089087448
2019-05-04 00:00:12,1556928012119,0.013601823118801969,77.8922915403644822
2019-05-03 00:00:31,1556841631292,0.0140519249026497817,76.8149063579003695
2019-05-01 00:00:48,1556668848461,0.0145035211545419714,77.0980583667301715
2019-04-30 00:00:48,1556582448622,0.0139260209927077692,72.5055326491073231
2019-04-29 00:00:35,1556496035693,0.0146837624740481492,77.0207445912792537
2019-04-28 00:00:40,1556409640000,0.0148359668036740916,77.2463902282552084
2019-04-27 00:00:44,1556323244952,0.014454222431335045,75.40651905109371
2019-04-26 00:00:26,1556236826935,0.0144748701305125547,74.6509579371923877
2019-04-25 00:00:53,1556150453016,0.0148366558930890756,81.1245099645322938
2019-04-24 00:00:03,1556064003789,0.01588581344891761,88.6436058531754441
2019-04-23 00:00:47,1555977647560,0.0162688097075371907,87.848388126576765
2019-04-22 00:00:09,1555891209883,0.0164417747860876491,87.4395749924907761
2019-04-21 00:00:56,1555804856691,0.0175347817304532944,93.4612670447067444
2019-04-20 00:00:02,1555718402308,0.0169868068171684337,90.0474402147892761
2019-04-19 00:00:44,1555632044902,0.0162825921827285981,86.3196862001165215
2019-04-18 00:00:56,1555545656489,0.0162737057208208399,85.2610789125763233
2019-04-17 00:00:46,1555459246170,0.0160415024683998493,83.8462121218472731
2019-04-15 00:00:21,1555286421878,0.0163817021726705599,84.7880446979242777
2019-04-14 00:00:16,1555200016105,0.0165330826064278291,84.1105896224661223
2019-04-13 00:00:57,1555113657014,0.0165819678548619169,84.5411268423608959
2019-04-12 00:00:33,1555027233719,0.0163504885952775493,82.8690775218426126
2019-04-11 00:00:34,1554940834208,0.0171012688964021914,91.1327672927436794
2019-04-10 00:00:09,1554854409962,0.0171443599321117017,89.3342438522923459
2019-04-09 00:00:20,1554768020139,0.0173622992571051162,92.0976147988011178
2019-04-08 00:00:34,1554681634016,0.0181757691372858299,94.4792338114689585
2019-04-07 00:00:18,1554595218177,0.0183571368046417556,93.0142853352715377
2019-04-04 00:00:35,1554336035813,0.0174034808364482534,86.3949932290336875
2019-04-03 00:00:37,1554249637828,0.0174698058903141537,85.3258604904106051
2019-04-02 00:00:47,1554163247016,0.0186407591416462848,77.2445569302315818
2019-04-01 00:00:14,1554076814205,0.0185216973266300079,75.8881001252768783
2019-03-31 00:00:31,1553990431401,0.0181640470582532521,74.4706653701645109
2019-03-30 00:00:45,1553904045867,0.0181946413019294026,74.6220144238068173
2019-03-29 00:00:38,1553817638760,0.0180075675889969401,72.387814752207845
2019-03-28 00:00:42,1553731242631,0.0176316645499884871,71.1440954660640443
2019-03-27 00:00:09,1553644809051,0.0171982505569430351,67.6147394192006317
2019-03-26 00:00:04,1553558404518,0.0171645266538495572,67.2776883510926211
2019-03-25 00:00:24,1553472024374,0.0175346683153363818,69.8174844293329215
2019-03-24 00:00:25,1553385625106,0.0173621682176503533,69.3122371330701128
2019-03-23 00:00:46,1553299246886,0.0169707500166609189,67.8269938762687019
2019-03-22 00:00:10,1553212810643,0.0167413515985837293,66.8671791924464856
2019-03-21 00:00:43,1553126443445,0.0169622944112968362,68.5083939791390435
2019-03-20 00:00:27,1553040027635,0.0166692161830748788,66.7871192621305738
2019-03-19 00:00:29,1552953629665,0.0166873200646852869,66.2313906155192456
2019-03-18 00:00:45,1552867245010,0.0169236946952237878,67.1516403852742911
2019-03-17 00:00:33,1552780833098,0.0168623465722412998,67.6000314580192168
