time (UTC), time (unix millis), index (BTC), index (USD)
2019-06-01 00:00:57,1559347257174,0.0862468570105058147,739.928234431229953
2019-05-31 00:00:48,1559260848981,0.0849381010113349488,704.865742655842382
2019-05-30 00:00:48,1559174448791,0.0865627677509466786,751.251599977998808
2019-05-29 00:00:52,1559088052486,0.0822244134937839821,719.80462655844849
2019-05-28 00:00:56,1559001656521,0.0800837488295766675,706.469556759303259
2019-05-27 00:00:25,1558915225595,0.0770573609606672316,673.917336132577589
2019-05-26 00:00:40,1558828840979,0.080166159928655889,648.412855916611875
2019-05-25 00:00:10,1558742410582,0.0820140858211640678,658.057757232872973
2019-05-24 00:00:53,1558656053031,0.0829341765970129652,653.981763791612366
2019-05-23 00:00:39,1558569639622,0.083227100706010762,637.656256133298712
2019-05-22 00:00:08,1558483208070,0.0835594383186118311,666.030384415654794
2019-05-21 00:00:01,1558396801893,0.078423701668087209,628.527651833320988
2019-05-20 00:00:36,1558310436040,0.0781187388375592651,641.352250751857468
2019-05-19 00:00:37,1558224037957,0.0815179783329394586,594.854315343093958
2019-05-18 00:00:03,1558137603170,0.0804224597574779848,594.488182684220078
2019-05-17 00:00:38,1558051238567,0.0796079772832884169,628.329938631111531
2019-05-16 00:00:36,1557964836016,0.0788662502516035008,646.855194203558426
2019-05-15 00:00:59,1557878459965,0.0705797485776031575,564.691872024079316
2019-05-14 00:00:39,1557792039614,0.067229686183004872,525.897316350081496
2019-05-13 00:00:44,1557705644048,0.0719364694669484689,501.570351899014099
2019-05-12 00:00:03,1557619203858,0.0732645918184141043,528.060068948796811
2019-05-11 00:00:11,1557532811562,0.0758273810089890588,481.706142737291032
2019-05-10 00:00:57,1557446457468,0.0751723202837556448,462.966042142531251
2019-05-09 00:00:02,1557360002485,0.0802050035398617772,478.850474330598956
2019-05-08 00:00:44,1557273644825,0.0804627556501186642,467.841975392667848
2019-05-07 00:00:16,1557187216077,0.0849545221251113425,486.204031792639682
2019-05-06 00:00:24,1557100824424,0.0845892577016657543,487.393987907939959
2019-05-05 00:00:47,1557014447404,0.0840894247749420787,488.502224090813456
2019-05-04 00:00:12,1556928012119,0.0872389099363383297,499.582927014520749
2019-05-03 00:00:31,1556841631292,0.0892750879904276595,488.02264256229148
2019-05-01 00:00:48,1556668848461,0.0913289479521609548,485.487936671343732
2019-04-30 00:00:48,1556582448622,0.0894602226494003588,465.772749983576091
2019-04-29 00:00:35,1556496035693,0.0912784897047373561,478.783094908515181
2019-04-28 00:00:40,1556409640000,0.091918946522108122,478.594142624967844
2019-04-27 00:00:44,1556323244952,0.0901387185496796417,470.246464647063817
2019-04-26 00:00:26,1556236826935,0.0900599438611054404,464.464345474802997
2019-04-25 00:00:53,1556150453016,0.0916143150832943176,500.932721660709205
2019-04-24 00:00:03,1556064003789,0.0944411252323796302,526.986037469793359
2019-04-23 00:00:47,1555977647560,0.0987757589475968811,533.369764937724312
2019-04-22 00:00:09,1555891209883,0.100250595364606621,533.146181934245078
2019-04-21 00:00:56,1555804856691,0.10286873828747016,548.295540111565401
2019-04-20 00:00:02,1555718402308,0.103652822371553696,549.465913520790991
2019-04-19 00:00:44,1555632044902,0.103118337129154053,546.666182053499597
