time (UTC), time (unix millis), index (BTC), index (USD)
2019-06-01 00:00:57,1559347257174,0.00385448717042046005,33.0683805242854021
2019-05-31 00:00:48,1559260848981,0.00384436373515071933,31.9027652720253734
2019-05-30 00:00:48,1559174448791,0.00396392806211682582,34.4017107612687951
2019-05-29 00:00:52,1559088052486,0.00397190103075733669,34.7706066445525508
2019-05-28 00:00:56,1559001656521,0.00395793939206073083,34.9154944524356026
2019-05-27 00:00:25,1558915225595,0.00376669590913942002,32.9422347386698675
2019-05-26 00:00:40,1558828840979,0.00396181630960878908,32.0446012409305894
2019-05-25 00:00:10,1558742410582,0.00398310843609299414,31.9593320833468653
2019-05-24 00:00:53,1558656053031,0.00392715501255137302,30.9677851420776022
2019-05-23 00:00:39,1558569639622,0.00395301695956178784,30.2866010408020827
2019-05-22 00:00:08,1558483208070,0.0039815389904678854,31.7358038510962821
2019-05-21 00:00:01,1558396801893,0.00375007854411134279,30.0550472801765451
2019-05-20 00:00:36,1558310436040,0.00372143236836857284,30.5528361183227091
2019-05-19 00:00:37,1558224037957,0.00399703857262355671,29.1672547840550394
2019-05-18 00:00:03,1558137603170,0.00382305108301533554,28.2602484120040423
2019-05-17 00:00:38,1558051238567,0.00377267347074876618,29.776961697134027
2019-05-16 00:00:36,1557964836016,0.00377235985721762661,30.9406185822382547
2019-05-15 00:00:59,1557878459965,0.00342873109046688091,27.4324663541987519
2019-05-14 00:00:39,1557792039614,0.00329809567782896529,25.7990147583719249
2019-05-13 00:00:44,1557705644048,0.00351721256632027456,24.5234379399649534
2019-05-12 00:00:03,1557619203858,0.00355758799545575956,25.6415836838063633
2019-05-11 00:00:11,1557532811562,0.00377216255285619693,23.9632946428547235
2019-05-10 00:00:57,1557446457468,0.00368913628239673445,22.7203951818779473
2019-05-09 00:00:02,1557360002485,0.00404235282204923416,24.1341871556414738
2019-05-08 00:00:44,1557273644825,0.00409879693282240269,23.8320107022361576
2019-05-07 00:00:16,1557187216077,0.00434377547682333453,24.859902653836901
2019-05-06 00:00:24,1557100824424,0.00430986684843918163,24.8329781781692134
2019-05-05 00:00:47,1557014447404,0.00425643062330947116,24.7269598019004455
2019-05-04 00:00:12,1556928012119,0.00444521299690876261,25.4559865754769312
2019-05-03 00:00:31,1556841631292,0.00461662262777904654,25.2367869384029682
2019-05-01 00:00:48,1556668848461,0.00468649137558360945,24.9125286032192754
2019-04-30 00:00:48,1556582448622,0.00458674418140474823,23.8807862039048509
2019-04-29 00:00:35,1556496035693,0.0047770997929579128,25.0573232637580681
2019-04-28 00:00:40,1556409640000,0.00476218972340699577,24.7952809940356147
2019-04-27 00:00:44,1556323244952,0.00475814670146032428,24.8228696905715864
2019-04-26 00:00:26,1556236826935,0.00474450580341517075,24.468744794946879
2019-04-25 00:00:53,1556150453016,0.00472826386489588919,25.8534060361510072
2019-04-24 00:00:03,1556064003789,0.00477656102509888946,26.653441084652485
2019-04-23 00:00:47,1555977647560,0.00504502745898889778,27.242160815315497
2019-04-22 00:00:09,1555891209883,0.00515910919592283725,27.4368382550194454
2019-04-21 00:00:56,1555804856691,0.00527982423061938363,28.1417282491759337
2019-04-20 00:00:02,1555718402308,0.00523532630063472913,27.7525809962618375
2019-04-19 00:00:44,1555632044902,0.00507113256644290116,26.8838380831563377
2019-04-18 00:00:56,1555545656489,0.0049015925733736105,25.6803876366658272
2019-04-17 00:00:46,1555459246170,0.00492578366859630374,25.7462356258113374
2019-04-15 00:00:21,1555286421878,0.00498827629103759402,25.8182079415220151
2019-04-14 00:00:16,1555200016105,0.00494555717538618361,25.160082964300031
2019-04-13 00:00:57,1555113657014,0.00489429310775208945,24.9529523906803945
2019-04-12 00:00:33,1555027233719,0.00484944857507648396,24.5784294190616919
2019-04-11 00:00:34,1554940834208,0.00499480064468854883,26.617323403517247
2019-04-10 00:00:09,1554854409962,0.00513488734550090076,26.7563956947633947
2019-04-09 00:00:20,1554768020139,0.0051462159331069077,27.2978944585797372
2019-04-08 00:00:34,1554681634016,0.00528941834974476933,27.4948580837243242
2019-04-07 00:00:18,1554595218177,0.00528112354797602174,26.7590712979844518
2019-04-04 00:00:35,1554336035813,0.00512323790060415646,25.4329641232711161
2019-04-03 00:00:37,1554249637828,0.0053688768798318947,26.2226176132108861
2019-04-02 00:00:47,1554163247016,0.00574909557997076159,23.823404264273659
2019-04-01 00:00:14,1554076814205,0.00568409781668996732,23.2891930273930399
2019-03-31 00:00:31,1553990431401,0.00555919941037501166,22.7921276402961155
2019-03-30 00:00:45,1553904045867,0.00553969561564337902,22.720054727883177
2019-03-29 00:00:38,1553817638760,0.00552913974765873329,22.2263413320268413
2019-03-28 00:00:42,1553731242631,0.00545277065426557055,22.0020313386619861
2019-03-27 00:00:09,1553644809051,0.00536184531104814434,21.0800378975885749
2019-03-26 00:00:04,1553558404518,0.00544024745497617094,21.3234702132974725
2019-03-25 00:00:24,1553472024374,0.00551557513542888424,21.9612697663528387
2019-03-24 00:00:25,1553385625106,0.00531543857951011917,21.2199844322861999
2019-03-23 00:00:46,1553299246886,0.00521028953189229746,20.823963338467621
2019-03-22 00:00:10,1553212810643,0.00507083143413373377,20.2535734444281843
2019-03-21 00:00:43,1553126443445,0.00518375052017611745,20.9364614429329023
2019-03-20 00:00:27,1553040027635,0.00518928060374537151,20.791445666107613
2019-03-19 00:00:29,1552953629665,0.00522616944235528534,20.742484018871199
2019-03-18 00:00:45,1552867245010,0.00527594687792196093,20.9344645964343492
2019-03-17 00:00:33,1552780833098,0.00528123172845248751,21.1721084874502345
