date,value
2018-01-30,302.9168872
2018-01-31,258.880758
2018-02-01,266.6692371
2018-02-02,227.1477382
2018-02-03,219.1572668
2018-02-04,232.5582794
2018-02-05,193.8861895
2018-02-06,151.4010509
2018-02-07,180.6839835
2018-02-08,172.6087739
2018-02-09,191.2414328
2018-02-10,206.8912869
2018-02-11,199.5541358
2018-02-12,181.9074997
2018-02-13,197.7763874
2018-02-14,187.6581328
2018-02-15,208.9042885
2018-02-16,213.2462481
2018-02-17,221.1029412
2018-02-18,227.1559102
2018-02-19,207.0931644
2018-02-20,218.8289014
2018-02-21,205.4831259
2018-02-22,193.0935944
2018-02-23,178.7019873
2018-02-24,191.6046265
2018-02-25,181.4096118
2018-02-26,184.380706
2018-02-27,189.3547846
2018-02-28,195.2845376
2018-03-01,185.6426586
2018-03-02,196.6046131
2018-03-03,191.9620778
2018-03-04,189.4867942
2018-03-05,191.5207819
2018-03-06,188.7841065
2018-03-07,177.3854655
2018-03-08,157.8541214
2018-03-09,146.5785846
2018-03-10,148.4193108
2018-03-11,138.6236841
2018-03-12,149.7566064
2018-03-13,143.2599356
2018-03-14,148.606672
2018-03-15,131.8393469
2018-03-16,129.2172244
2018-03-17,129.7106344
2018-03-18,118.6283104
2018-03-19,119.8486093
2018-03-20,135.0699115
2018-03-21,139.9625078
2018-03-22,150.0709768
2018-03-23,149.8020642
2018-03-24,155.1647771
2018-03-25,153.6928266
2018-03-26,151.6217065
2018-03-27,144.2098814
2018-03-28,137.1593177
2018-03-29,142.6002536
2018-03-30,126.0908632
2018-03-31,124.7426536
2018-04-01,121.2627795
2018-04-02,115.7739697
2018-04-03,124.5382933
2018-04-04,130.2239215
2018-04-05,117.1579428
2018-04-06,125.7758054
2018-04-07,119.6701673
2018-04-08,122.8746754
2018-04-09,124.578256
2018-04-10,121.2887731
2018-04-11,125.0403457
2018-04-12,142.8292484
2018-04-13,158.8456573
2018-04-14,159.42413
2018-04-15,161.8858153
2018-04-16,166.4670227
2018-04-17,162.7369301
2018-04-18,165.356597
2018-04-19,177.3597866
2018-04-20,185.0680682
2018-04-21,196.3357101
2018-04-22,194.5828046
2018-04-23,198.1877596
2018-04-24,208.1269372
2018-04-25,231.7562252
2018-04-26,206.2340059
2018-04-27,228.0584801
2018-04-28,222.2132274
2018-04-29,247.1306628
2018-04-30,259.1876673
2018-05-01,251.8067728
2018-05-02,252.927756
2018-05-03,260.3625732
2018-05-04,263.4569951
2018-05-05,266.097564
2018-05-06,263.4026955
2018-05-07,253.7494403
2018-05-08,249.8543999
2018-05-09,252.0097415
2018-05-10,255.3641931
2018-05-11,240.8520254
2018-05-12,221.5523915
2018-05-13,222.5305661
2018-05-17,217.3917399
2018-05-18,205.8457043
2018-05-19,215.1326075
2018-05-20,213.8590079
2018-05-21,224.8391448
2018-05-22,222.84036
2018-05-23,201.9430408
2018-05-24,183.6986402
2018-05-25,194.670169
2018-05-26,187.1228068
2018-05-27,187.2129065
2018-05-28,183.2033401
2018-05-29,163.0707855
2018-05-30,179.3632893
2018-05-31,177.2850546
2018-06-01,181.1968581
2018-06-02,180.0278277
2018-06-03,188.9092661
2018-06-04,193.8725602
2018-06-05,184.7359466
2018-06-06,190.682637
2018-06-07,192.5277481
2018-06-08,190.7939594
2018-06-09,186.4837026
2018-06-10,181.4521195
2018-06-11,153.8467779
2018-06-12,159.1550069
2018-06-13,144.5886099
2018-06-14,136.4605196
2018-06-15,147.6663062
2018-06-16,140.4330004
2018-06-17,143.7630934
2018-06-18,143.5064081
2018-06-19,149.5699551
2018-06-20,153.0736376
2018-06-21,151.0810766
2018-06-22,150.4804876
2018-06-23,131.0898303
2018-06-24,132.3595642
2018-06-25,123.7073765
2018-06-26,129.0761572
2018-06-27,118.548229
2018-06-28,121.399818
2018-06-29,114.5646411
2018-06-30,121.1444718
2018-07-01,126.9403784
2018-07-02,127.6435128
2018-07-03,136.4639447
2018-07-04,131.7543354
2018-07-05,135.1081975
2018-07-06,132.8299134
2018-07-07,132.3560651
2018-07-08,133.6489995
2018-07-09,131.056565
2018-07-10,124.9631126
2018-07-11,114.3803284
2018-07-12,114.4606856
2018-07-13,109.0479285
2018-07-14,113.0335928
2018-07-15,112.5603767
2018-07-16,115.9351087
2018-07-17,124.71615
2018-07-18,132.2756462
2018-07-19,129.0756992
2018-07-20,125.4932559
2018-07-21,114.4284514
2018-07-22,118.7596021
2018-07-23,117.7000075
2018-07-24,115.8936829
2018-07-25,121.3013021
2018-07-26,123.2061065
2018-07-27,120.1905919
2018-07-28,125.3604421
2018-07-29,127.4466504
2018-07-30,128.3267407
2018-07-31,122.710963
2018-08-01,115.8417055
2018-08-02,109.2722577
2018-08-03,115.4201299
2018-08-04,104.1861651
2018-08-05,102.3418033
2018-08-06,100.6896081
2018-08-07,97.6140426
2018-08-08,92.43600791
2018-08-09,81.62355611
2018-08-10,87.49430192
2018-08-11,79.87378908
2018-08-12,75.84631898
2018-08-13,76.66506108
2018-08-14,66.10652985
2018-08-15,62.35737306
2018-08-16,64.15701089
2018-08-17,67.78616961
2018-08-18,82.48294656
2018-08-19,74.50254353
2018-08-20,77.04918651
2018-08-21,70.77785398
2018-08-22,75.25914559
2018-08-23,69.13485119
2018-08-24,70.18191092
2018-08-25,75.99757308
2018-08-26,73.44067808
2018-08-27,73.74777306
2018-08-28,79.31334403
2018-08-29,88.88665567
2018-08-30,85.90066451
2018-08-31,83.71520648
2018-09-01,84.57440804
2018-09-02,88.7778465
2018-09-03,86.87349568
2018-09-04,86.61313699
2018-09-05,88.84266165
2018-09-06,73.22803264
2018-09-07,74.88346851
2018-09-08,71.37411625
2018-09-09,66.98681626
2018-09-10,66.87426824
2018-09-11,66.67588045
2018-09-12,63.38257951
2018-09-13,63.115778
2018-09-14,66.96796644
2018-09-15,66.98095943
2018-09-16,68.43622888
2018-09-17,68.23732426
2018-09-18,62.71991802
2018-09-19,64.74041222
2018-09-20,65.26130926
2018-09-21,69.25430193
2018-09-22,75.83457495
2018-09-23,72.51719528
2018-09-24,73.90168138
2018-09-25,70.22121699
2018-09-26,68.53934654
2018-09-27,67.88852227
2018-09-28,71.86286487
2018-09-29,70.45040091
2018-09-30,71.2481872
2018-10-01,71.32663834
2018-10-02,70.80377147
2018-10-03,71.95681755
2018-10-04,69.94288422
2018-10-05,71.51171955
2018-10-06,73.71279234
2018-10-07,72.79357464
2018-10-08,76.42832979
2018-10-09,76.63415891
2018-10-10,76.40092291
2018-10-11,76.20695259
2018-10-12,65.91353736
2018-10-13,68.21208858
2018-10-14,69.56893642
2018-10-15,68.95810991
2018-10-16,73.47489013
2018-10-17,73.05151862
2018-10-18,74.1607095
2018-10-19,72.48558185
2018-10-20,73.62109835
2018-10-21,74.24699429
2018-10-22,74.14859685
2018-10-23,73.96864057
2018-10-24,73.7206669
2018-10-25,73.75715326
2018-10-26,72.92364437
2018-10-27,73.32323742
2018-10-28,72.11033495
2018-10-29,73.07150577
2018-10-30,69.49939107
2018-10-31,69.76792037
2018-11-01,70.73088652
2018-11-02,71.45298493
2018-11-03,72.58157247
2018-11-04,71.96925496
2018-11-05,73.30233376
2018-11-06,72.90295636
2018-11-07,74.37637313
2018-11-08,73.88866098
2018-11-09,71.82611088
2018-11-10,70.63420624
2018-11-11,70.73660023
2018-11-12,69.88489101
2018-11-13,68.95158452
2018-11-14,66.856327
2018-11-15,59.56003319
2018-11-16,58.13816686
2018-11-17,56.55241285
2018-11-18,55.88784909
2018-11-19,56.57427688
2018-11-20,46.01440209
2018-11-21,40.77909652
2018-11-22,43.59588346
2018-11-23,40.42202451
2018-11-24,39.66005394
2018-11-25,35.69654234
2018-11-26,36.12736484
2018-11-27,34.20499235
2018-11-28,34.94590804
2018-11-29,40.60999933
2018-11-30,41.43253477
2018-12-01,38.39108523
2018-12-02,40.43536317
2018-12-03,39.76786506
2018-12-04,37.34811771
2018-12-05,39.06582286
2018-12-06,37.43413675
2018-12-07,32.94784552
2018-12-08,32.82295956
2018-12-09,33.27911434
2018-12-10,34.25705151
2018-12-11,32.82893865
2018-12-12,32.82053645
2018-12-13,33.46085383
2018-12-14,31.67630134
2018-12-15,30.52140982
2018-12-16,30.61558567
2018-12-17,31.12930661
2018-12-18,34.30265038
2018-12-19,35.78293966
2018-12-20,36.61051878
2018-12-21,40.24690783
2018-12-22,40.80693244
2018-12-23,43.38668525
2018-12-24,44.04782411
2018-12-25,44.67418464
2018-12-26,41.3735066
2018-12-27,42.0623485
2018-12-28,37.82760652
2018-12-29,42.72703035
2018-12-30,41.25313193
2018-12-31,41.8849877
2019-01-01,39.9244538
2019-01-02,41.5081272
2019-01-03,42.64327413
2019-01-04,41.39606826
2019-01-05,43.48290707
2019-01-06,43.87446815
2019-01-07,45.91760863
2019-01-08,45.50076454
2019-01-09,48.40613697
2019-01-10,50.01297644
2019-01-11,44.65792722
2019-01-12,44.43860282
2019-01-13,43.44696455
2019-01-14,40.264335
2019-01-15,45.67257957
2019-01-16,44.19258388
2019-01-17,46.47686491
2019-01-18,47.40709705
2019-01-19,46.61824997
2019-01-20,47.5030428
2019-01-21,45.9754398
2019-01-22,47.26897237
2019-01-23,48.7600831
2019-01-24,48.05060584
2019-01-25,48.50966752
2019-01-26,48.03356314
2019-01-27,49.87960475
2019-01-28,49.41773329
2019-01-29,45.2217613
2019-01-30,45.46901168
2019-01-31,45.70971521
2019-02-01,43.67375489
2019-02-02,45.01780849
2019-02-03,45.27683187
2019-02-04,44.66651004
2019-02-05,45.85079905
2019-02-06,46.28487929
2019-02-07,45.98908413
2019-02-08,45.64279968
2019-02-09,48.62616161
2019-02-10,48.993297
2019-02-11,49.60517825
2019-02-12,48.5071505
2019-02-13,48.15349
2019-02-14,47.35769978
2019-02-15,46.42617235
2019-02-16,47.57921636
2019-02-17,47.79279512
2019-02-18,48.76099397
2019-02-19,50.91193371
2019-02-21,52.74197738
2019-02-22,51.62573087
2019-02-23,53.01117247
2019-02-24,53.71277086
2019-02-25,49.91917802
2019-02-26,50.15873698
2019-02-27,49.97015315
2019-02-28,50.61472109
2019-03-01,50.87526121
2019-03-02,52.74827526
2019-03-03,52.78072446
2019-03-04,51.63366594
2019-03-05,51.00254167
2019-03-06,55.85091159
2019-03-07,56.73873026
2019-03-08,57.9475442
2019-03-09,56.30163947
2019-03-10,58.05118378
2019-03-11,58.39754491
2019-03-12,57.16372744
2019-03-13,59.75146917
2019-03-14,59.04737523
2019-03-15,59.18873413
2019-03-16,59.93647179
2019-03-17,61.87671104
2019-03-18,61.01779669
2019-03-19,60.48917925
2019-03-20,60.63671096
2019-03-21,60.93149158
2019-03-22,58.94830833
2019-03-23,60.90236251
2019-03-24,62.16923512
2019-03-25,64.59949268
2019-03-26,62.77835322
2019-03-27,62.03290028
2019-03-28,64.60550283
2019-03-29,65.24976262
2019-03-30,66.23721628
2019-03-31,66.72738924
2019-04-01,68.24730353
2019-04-02,69.98676654
2019-04-03,77.61470888
2019-04-04,74.60179217
2019-04-07,78.21494137
2019-04-08,79.87781966
2019-04-09,78.88500112
2019-04-10,77.55504225
2019-04-11,77.11400562
2019-04-12,71.75071268
2019-04-13,73.26723186
2019-04-14,73.87994309
2019-04-15,75.76106657
2019-04-17,75.88690585
2019-04-18,75.81063079
2019-04-19,80.19358018
2019-04-20,83.53709287
2019-04-21,84.41998062
2019-04-22,82.35557706
2019-04-23,81.54340819
2019-04-24,79.5690805
2019-04-25,77.44196477
2019-04-26,73.35076515
2019-04-27,74.35868168
2019-04-28,74.25488001
2019-04-29,75.0597403
2019-04-30,71.75772248
2019-05-01,74.73698031
2019-05-03,76.69482707
2019-05-04,77.27112093
2019-05-05,74.99109828
2019-05-06,75.42170051
2019-05-07,74.83555341
2019-05-08,71.01738827
2019-05-09,72.08826076
2019-05-10,67.2468952
2019-05-11,70.48977669
2019-05-12,75.44175591
2019-05-13,72.80069737
2019-05-14,77.8226605
2019-05-15,81.78404609
2019-05-16,92.73926931
2019-05-17,89.41276526
2019-05-18,85.26333077
2019-05-19,89.94414741
2019-05-20,93.35051531
2019-05-21,92.14405994
2019-05-22,98.48029438
2019-05-23,93.89358572
2019-05-24,95.44291503
2019-05-25,99.39608376
2019-05-26,100.4588037
2019-05-27,101.9253846
2019-05-28,106.560277
2019-05-29,105.6705247
2019-05-30,104.908722
2019-05-31,97.62943188
2019-06-01,101.5702379
