,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO,Ticker,Launched
ICN,5,CCCAGG,ICN,USD,4,0.2388723897,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2447675622,0.2447675622,0.2362785138,0.2358855023,0.2474400403999999,0.2358069,LiveCoin,0.0,0.0,0.2388723897,0.2388723897,0.2388723897,0.002986887399999999,1.2662445851382869,-0.005895172500000018,-2.4084778420038604,100000000.0,23887238.97,6760.970903030001,1615.0092762989432,ICN,2016-10-25
AST,5,CCCAGG,AST,USD,1,0.047550943,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0443284824,0.0520309492,0.041263215,0.0407130388,0.0549390234,0.039691283,Binance,0.0,0.0,0.04629339740000001,0.047943926,0.0459004144,0.0068379042000000015,16.7953667953668,0.0032224605999999975,7.269503546099284,500000000.0,23775471.5,142080372.93577227,6756055.71488765,AST,2017-08-23
PNT,5,CCCAGG,PNT,USD,4,0.0002357862,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0003143816,0.0003143816,0.0002357862,0.0003143816,0.0003143816,0.0002357862,BitZ,0.0,0.0,0.0003143816,0.0003143816,0.0002357862,-7.859540000000002e-05,-25.000000000000007,-7.859540000000002e-05,-25.000000000000007,100000000000.0,23578620.0,1465541534.9531136,345554.4694687618,PNT,2018-05-09
MDS,5,CCCAGG,MDS,USD,1,0.0117845288,1558534211,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0120852061,0.0122898688,0.0116885142,0.0123833567,0.0125172718,0.0116885142,HuobiPro,0.0,0.0,0.0118375895,0.0118679099,0.0117036744,-0.0005988279000000013,-4.835747806570098,-0.00030067730000000147,-2.4879782563244945,2000000000.0,23569057.599999998,12778837.090291668,150592.57372105034,MDS,2018-01-18
DROP,5,CCCAGG,DROP,USD,1,0.0007785932,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0008038722,0.0008316790999999999,0.0007128678,0.0007861769,0.0008695976,0.0007128678,BitMart,0.0,0.0,0.0007684816,0.0007785932,0.0007659536999999999,-7.583699999999939e-06,-0.9646302250803781,-2.5279000000000013e-05,-3.144654088050316,30000000000.0,23357796.0,4975614713.304293,3873979.781598672,DROP,2017-08-30
MXAI,5,CCCAGG,MXAI,USD,4,0.093363138,1558534222,0.0,0.0,0,0.0,0.0,296.75094874,27.51060348408,0.09697820900000001,0.09697820900000001,0.091791368,0.0997288065,0.09980739500000001,0.090376775,HitBTC,0.0,0.0,0.093363138,0.093363138,0.093363138,-0.006365668500000005,-6.3829787234042605,-0.0036150710000000114,-3.7277147487844524,250000000.0,23340784.5,6642.750052089999,619.9929935180222,MXAI,2018-07-19
XYO,5,CCCAGG,XYO,USD,4,0.001642615,1558534279,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001617344,0.001718428,0.001566802,0.001693157,0.001743699,0.001541531,Kucoin,0.0,0.0,0.001617344,0.001642615,0.001617344,-5.054199999999999e-05,-2.9850746268656714,2.5271000000000104e-05,1.5625000000000067,14198847000.0,23323239.064905,24647409.20168706,40486.204065829195,XYO,2018-06-04
GTC,5,CCCAGG,GTC,USD,4,0.01162604,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0113733,0.01187878,0.0113733,0.0113733,0.01187878,0.0113733,Gateio,0.0,0.0,0.01162604,0.01162604,0.01162604,0.0002527400000000013,2.222222222222234,0.0002527400000000013,2.222222222222234,2000000000.0,23252080.0,70257909.19564627,816821.2626249514,GTC,2018-02-12
EMC2,5,CCCAGG,EMC2,USD,2,0.1050031872,1558534180,0.0,0.0,0,0.0,0.0,0.0,0.0,0.09950152320000001,0.1093259232,0.09950152320000001,0.09730085760000001,0.109640304,0.09698647680000001,Upbit,0.0,0.0,0.105317568,0.105317568,0.1050031872,0.007702329599999988,7.915993537964446,0.0055016639999999895,5.529225908372816,218664964.499999,22960518.20147475,15446828.672228849,1621966.2427163732,EMC2,2014-12-02
YEE,5,CCCAGG,YEE,USD,1,0.00227439,1558534279,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0023148236,0.0023577843,0.0022415377,0.0023476759,0.0023906366,0.0022415377,HuobiPro,0.0,0.0,0.0022693358,0.0022946068,0.0022642816,-7.328590000000006e-05,-3.1216361679225,-4.043360000000008e-05,-1.7467248908296977,10000000000.0,22743900.0,33757938.2269751,76778.71712404989,YEE,2018-01-18
NXS,5,CCCAGG,NXS,USD,4,0.3803270118,1558534225,0.0,0.0,0,0.0,0.0,0.0,0.0,0.368616178,0.391409076,0.3649221566,0.370974064,0.391409076,0.363900406,Binance,0.0,0.0,0.378833684,0.3811129738,0.3773403562,0.009352947800000011,2.521186440677969,0.011710833799999987,3.1769722814498897,59707886.0,22708521.863275055,864612.1727269638,328835.3640191516,NXS,2016-09-22
TNB,5,CCCAGG,TNB,USD,4,0.005108831,1558534259,0.0,0.0,0,0.0,0.0,62919.42184174,326.4809354478231,0.0053446232,0.0054232206,0.0048730388,0.0053446232,0.005501817999999999,0.0048730388,HuobiPro,0.0,0.0,0.005108831,0.0051874284,0.005108831,-0.0002357921999999995,-4.4117647058823435,-0.0002357921999999995,-4.4117647058823435,4415707418.21869,22559102.94512561,240487050.4455339,1228612.7346573481,TNB,2018-01-05
REQ,5,CCCAGG,REQ,USD,2,0.0224782844,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0241287878,0.0241287878,0.0221639028,0.0227140706,0.0254649096,0.0219281166,Binance,0.0,0.0,0.0226354752,0.0226354752,0.022399689,-0.00023578620000000092,-1.0380622837370281,-0.0016505033999999995,-6.840390879478825,999986238.262514,22477975.05975095,36376772.80509403,817687.4446670894,REQ,2017-10-21
ETN,5,CCCAGG,ETN,USD,4,0.004322736000000001,1558534180,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0045585216,0.004715712,0.004244140800000001,0.004715712,0.0050300928,0.004244140800000001,HitBTC,0.0,0.0,0.004322736000000001,0.004401331200000001,0.004322736000000001,-0.00039297599999999974,-8.333333333333327,-0.00023578559999999898,-5.172413793103426,5195262064.0,22457746.353487108,73207808.36619931,316458.028705671,ETN,2017-11-02
DRG,5,CCCAGG,DRG,USD,1,0.044870225,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.050608558,0.05258031999999999,0.041230049,0.044263529,0.053642038,0.044212971,HitBTC,0.0,0.0,0.044844946,0.044870225,0.044844946,0.0006066959999999968,1.3706453455168404,-0.005738332999999998,-11.338661338661336,500000000.0,22435112.5,49048.39999999995,2200.812743889998,DRG,2018-04-19
GUSD,5,CCCAGG,GUSD,USD,1,0.9802,1558534191,30.618,30.00795135,90316613,3661.0811987300003,3625.713111255671,5025.03147364,4966.332808825671,0.9825,0.994,0.9723,0.9764,0.9899,0.9722,Exmo,54.2556,53.02410277,0.9738,0.9802,0.9738,0.0037999999999999146,0.38918476034411253,-0.0023000000000000798,-0.2340966921119674,22801050.46,22349589.660892,1259742.763307647,1234840.6535525194,GUSD,2018-10-13
DDD,5,CCCAGG,DDD,USD,2,0.022321357,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0221090134,0.0226879025,0.0221064855,0.0220837344,0.0226879025,0.022043288,LBank,0.0,0.0,0.0223339965,0.0223339965,0.022321357,0.0002376226000000009,1.0760073260073302,0.00021234360000000133,0.9604390578550256,1000000000.0,22321357.0,38407508.77313584,857307.7148057971,DDD,2018-03-01
PPP,5,CCCAGG,PPP,USD,4,0.1339257,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.101126538,0.1339257,0.101126538,0.101126538,0.1339257,0.101126538,IDEX,0.0,0.0,0.1339257,0.1339257,0.1339257,0.03279916200000001,32.43378310844579,0.03279916200000001,32.43378310844579,165000000.0,22097740.5,3773.58490566038,505.3800000000004,PPP,2017-10-10
VTC,5,CCCAGG,VTC,USD,4,0.4454131659,1558534263,0.0,0.0,0,0.0,0.0,0.0,0.0,0.4483212808000001,0.4669489357000001,0.4442342004000001,0.4441556027,0.4673419242,0.4373176028,Upbit,0.0,0.0,0.44800689,0.4480854877,0.4454131659,0.0012575632000000336,0.2831357281897085,-0.0029081149000000917,-0.6486676016830497,49577698.8166347,22082559.787953947,891122.7027878442,396917.7842540985,VTC,2014-02-11
BTU,5,CCCAGG,BTU,USD,4,0.219602591,1558534162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2256524656,0.2301309442,0.21213846,0.2167740782,0.2356308302,0.2115099016,Upbit,0.0,0.0,0.219602591,0.219602591,0.219602591,0.002828512800000016,1.3048205871692717,-0.006049874599999977,-2.681058495821717,100000000.0,21960259.1,135882.59929018148,29840.170875938613,BTU,2017-05-26
CPT,5,CCCAGG,CPT,USD,4,0.0007858279999999999,1558534168,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0008644108,0.0008644108,0.0007858279999999999,0.0007858279999999999,0.0008644108,0.0007858279999999999,HitBTC,0.0,0.0,0.0007858279999999999,0.0007858279999999999,0.0007858279999999999,0.0,0.0,-7.858280000000006e-05,-9.090909090909099,27662180148.2785,21737715.701561395,1971300.0,1549.1027364,CPT,2018-07-19
OAX,5,CCCAGG,OAX,USD,4,0.2159037614,1558534225,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2118953552,0.2223486498,0.2104020274,0.2211697068,0.2431766428,0.2049002934,Binance,0.0,0.0,0.2151963956,0.2159037614,0.2151963956,-0.0052659453999999994,-2.380952380952381,0.004008406200000009,1.891691394658758,100000000.0,21590376.14,7118602.895022977,1536933.1409483901,OAX,2017-07-31
DATA,5,CCCAGG,DATA,USD,4,0.0216948972,1558534172,0.0,0.0,0,0.0,0.0,415508.37912616,9113.300431327902,0.0213804784,0.0221665254,0.0205944314,0.022009316,0.0225595489,0.0205944314,Binance,0.0,0.0,0.0217735019,0.0217735019,0.0216948972,-0.0003144188000000006,-1.4285714285714313,0.0003144188000000006,1.4705882352941206,987154514.0,21416215.70174596,41906690.41733288,909260.2294567091,DATA,2017-11-29
IHT,5,CCCAGG,IHT,USD,4,0.0214584279,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0205152003,0.0248383268,0.0202007911,0.0207510072,0.0248383268,0.0191789612,BitTrex,0.0,0.0,0.0214584279,0.0216942348,0.0213012233,0.0007074206999999992,3.409090909090905,0.0009432275999999989,4.597701149425282,996491162.0,21383133.75276422,184517196.04447094,3959448.947630445,IHT,2018-03-28
KEY,5,CCCAGG,KEY,USD,4,0.0035371035,1558534205,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0036157058,0.0036943081,0.0034585012,0.0035371035,0.0036943081,0.0034585012,Binance,0.0,0.0,0.0034585012,0.0035371035,0.0034585012,0.0,0.0,-7.86023000000002e-05,-2.1739130434782665,5999999954.46407,21222620.838934705,162168562.59578282,573606.9903475125,KEY,2014-12-02
NCASH,5,CCCAGG,NCASH,USD,4,0.0021220974,1558534225,0.0,0.0,0,0.0,0.0,22317.0,40.08315,0.0020435012,0.0022006936,0.0020435012,0.0022006936,0.0022792898,0.0020435012,HuobiPro,0.0,0.0,0.0021220974,0.0022006936,0.0021220974,-7.859619999999986e-05,-3.571428571428565,7.859619999999986e-05,3.8461538461538387,10000000000.0,21220974.0,399182794.3562785,847097.4943305174,NCASH,2018-03-01
APPC,5,CCCAGG,APPC,USD,4,0.084098362,1558534143,0.0,0.0,0,0.0,0.0,3.0,0.2347329,0.07993274219999999,0.0873994192,0.078989583,0.07836081019999999,0.0874780158,0.07663168499999999,HuobiPro,0.0,0.0,0.0832337994,0.084098362,0.0831552028,0.005737551800000004,7.321965897693085,0.004165619800000006,5.211406096361857,246203093.0,20705276.840633664,9249039.340450699,777829.0410432781,APPC,2018-01-11
IGNIS,5,CCCAGG,IGNIS,USD,1,0.0271177935,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0216156325,0.0330915683,0.021222621,0.0201221888,0.0331701706,0.0197291773,Upbit,0.0,0.0,0.026724782,0.0271963958,0.026724782,0.006995604700000001,34.76562500000001,0.005502161000000002,25.454545454545464,761143950.0,20640544.459874325,198893873.62399948,5393562.993350714,IGNIS,2018-02-07
QNTU,5,CCCAGG,QNTU,USD,4,0.0001718292,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0001743561,0.000176883,0.0001693023,0.0001718292,0.000176883,0.0001693023,BitZ,0.0,0.0,0.0001718292,0.0001718292,0.0001718292,0.0,0.0,-2.526899999999991e-06,-1.4492753623188355,120000000000.0,20619504.0,1155044448.203601,198470.36349926618,QNTU,2018-08-01
QRL,5,CCCAGG,QRL,USD,2,0.2985053292,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.30259229,0.3067578462,0.291588934,0.3132812644,0.3154819356,0.291588934,Upbit,0.0,0.0,0.2984267338,0.2985839246,0.2984267338,-0.014775935199999979,-4.716507777220264,-0.0040869607999999835,-1.3506493506493453,68062747.9016396,20317092.968635537,193553.72892494133,57776.81957062717,QRL,2017-06-10
KCASH,5,CCCAGG,KCASH,USD,4,0.0202793934,1558534201,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0205152003,0.0207510072,0.0198077796,0.0202007911,0.0209082118,0.0198077796,OKEX,0.0,0.0,0.0202793934,0.0203579957,0.0202007911,7.860230000000107e-05,0.38910505836576403,-0.00023580689999999974,-1.1494252873563204,1000000000.0,20279393.400000002,161853964.07209143,3282300.2107674084,KCASH,2018-01-08
PRO,5,CCCAGG,PRO,USD,1,0.2013614148,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1969600724,0.2071774744,0.1928731116,0.2104784812,0.2104784812,0.1912226082,HuobiPro,0.0,0.0,0.2013614148,0.2013614148,0.2008898424,-0.009117066400000012,-4.331590739357735,0.004401342400000008,2.234636871508384,100000000.0,20136141.48,2045638.4110622944,411912.6446207276,PRO,2015-04-02
HYDRO,5,CCCAGG,HYDRO,USD,4,0.0018078529,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0017292506,0.0018078529,0.0016506483,0.0018864552,0.0018864552,0.0016506483,Upbit,0.0,0.0,0.0018078529,0.0018078529,0.0017292506,-7.860229999999998e-05,-4.166666666666666,7.860229999999998e-05,4.545454545454544,11111111111.0,20087254.444243573,155250763.32766634,280670.5427091353,HYDRO,2018-05-29
MRK,5,CCCAGG,MRK,USD,2,0.006678068099999999,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006443084999999999,0.0070697066,0.0048158902,0.0062510558,0.0068296701,0.005167101499999999,BTCAlpha,0.0,0.0,0.0068195633,0.0068195633,0.006678068099999999,0.00042701229999999885,6.831042845594161,0.0002349831000000007,3.6470588235294232,3000000000.0,20034204.299999997,19277279.086215563,128734.98252045328,MRK,2018-07-16
SMART,5,CCCAGG,SMART,USD,2,0.0092769841,1558534234,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0090369096,0.009282038300000002,0.0084379869,0.0081701143,0.0093426887,0.0081701143,HitBTC,0.0,0.0,0.0092795112,0.0092795112,0.0092769841,0.0011068698000000002,13.547788431797095,0.00024007449999999958,2.656599552572702,2153744989.22287,19980258.020475235,5574427.808704703,51713.87814795137,SMART,2017-11-01
NEBL,5,CCCAGG,NEBL,USD,1,1.303910958,1558534225,0.0,0.0,0,0.0,0.0,0.0,0.0,1.250465542,1.349496754,1.238676112,1.26932863,1.353426564,1.221384948,Binance,0.0,0.0,1.302339034,1.307054806,1.291335566,0.03458232799999994,2.724458204334361,0.05344541599999997,4.274041483343806,15162952.4473339,19771139.85171159,514323.96383116336,670632.6524014495,NEBL,2017-09-11
CVT,5,CCCAGG,CVT,USD,1,0.0091941876,1558534168,0.0,0.0,0,0.0,0.0,60.0,0.5551264999999999,0.008958439200000001,0.0091941876,0.0087226908,0.008958439200000001,0.0091941876,0.0087226908,OKEX,0.0,0.0,0.0091156048,0.0091941876,0.0091156048,0.0002357483999999993,2.631578947368413,0.0002357483999999993,2.631578947368413,2147483648.0,19744367.527644366,13086758.934999801,120322.12019960838,CVT,2018-07-19
BOX,5,CCCAGG,BOX,USD,4,0.0065217748,1558534156,0.0,0.0,0,0.0,0.0,7322.696,44.2332084504,0.0065217748,0.006600350400000001,0.0064431992,0.006600350400000001,0.006914652800000001,0.0064431992,HuobiPro,0.0,0.0,0.0065217748,0.0065217748,0.0064431992,-7.85756000000002e-05,-1.1904761904761936,0.0,0.0,3000000000.0,19565324.400000002,46398624.225999154,302597.8544660003,BOX,2018-08-08
COVA,5,CCCAGG,COVA,USD,4,0.0030006173,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0033393559,0.0035466437,0.0030006173,0.0038247127,0.0038247127,0.0030006173,bitmax,0.0,0.0,0.0030031452,0.0030031452,0.0030006173,-0.0008240954000000001,-21.546596166556515,-0.0003387386000000001,-10.143830431491297,6500000000.0,19504012.45,38878923.307998054,116660.76988335219,COVA,2019-05-17
UCT,5,CCCAGG,UCT,USD,1,0.0184699039,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.019438013,0.019614952,0.0178177573,0.0189855547,0.0198222234,0.0178177573,OKEX,0.0,0.0,0.0184926532,0.0184951809,0.0183940729,-0.0005156507999999997,-2.7160165091199557,-0.0009681090999999996,-4.980494148244471,1050000000.0,19393399.095000003,11713183.777900003,216341.378740852,UCT,2018-05-11
AE,5,CCCAGG,AE,USD,4,0.551122164,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5396470019999999,0.564483654,0.5355599579999999,0.533044854,0.565662609,0.5312371229999999,Binance,0.0,0.0,0.549235836,0.552301119,0.548842851,0.018077310000000013,3.3913299911530546,0.011475162000000094,2.126420040780676,34991651.0,19284674.421052765,79295451.34558587,43701480.740935996,AE,2017-05-30
GVT,5,CCCAGG,GVT,USD,4,4.328650689,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,3.119741163,4.619480679,3.111880893,3.184981404,4.619480679,3.072579543,Binance,0.0,0.0,4.110921210000001,4.336510959000001,4.038606726,1.1436692849999996,35.908193484698906,1.2089095259999998,38.75031494079113,4436643.92853333,19204681.798093464,1263822.2076810063,5470644.870051889,GVT,2017-12-04
XIN,5,CCCAGG,XIN,USD,4,0.0021223107,1558534278,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0021223107,0.0022795189,0.0021223107,0.0022795189,0.0022795189,0.0021223107,BitBay,0.0,0.0,0.0021223107,0.0021223107,0.0021223107,-0.00015720820000000033,-6.896551724137945,0.0,0.0,8999999990.0,19100796.27877689,72358.90796428976,153.56808461292735,XIN,2017-03-24
PLU,5,CCCAGG,PLU,USD,4,0.95339937,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.97159305,0.97159305,0.95339937,0.97159305,0.97159305,0.95339937,HitBTC,0.0,0.0,0.95339937,0.95339937,0.95339937,-0.01819367999999999,-1.8725617685305582,-0.01819367999999999,-1.8725617685305582,20000000.0,19067987.4,1133.6999999999996,1080.8688657689995,PLU,2017-01-30
DNT,5,CCCAGG,DNT,USD,4,0.018865128,1558534172,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0174502434,0.020437222,0.017293034,0.016506987,0.0220879207,0.016506987,Binance,0.0,0.0,0.0190223374,0.0191009421,0.0184721045,0.0023581409999999976,14.28571428571427,0.0014148845999999993,8.108108108108105,1000000000.0,18865128.0,216646965.47612885,4087072.7345187515,DNT,2017-07-19
MDA,5,CCCAGG,MDA,USD,4,0.957966997,1558534215,0.0,0.0,0,0.0,0.0,0.0,0.0,0.948536641,1.031052256,0.938320422,0.936748696,1.031052256,0.932819381,Binance,0.0,0.0,0.957181134,0.961110449,0.9540376819999999,0.021218300999999995,2.265100671140939,0.009430355999999973,0.9942004971002456,19628888.0,18803826.891809337,1689558.1990790165,1618540.9942284536,MDA,2017-10-12
OST,5,CCCAGG,OST,USD,4,0.0234216676,1558534225,0.0,0.0,0,0.0,0.0,0.0,0.0,0.023971841,0.0250721878,0.022792898,0.0230286866,0.026329727,0.0225571094,HuobiPro,0.0,0.0,0.023185879,0.0234216676,0.0231072828,0.0003929810000000006,1.7064846416382278,-0.0005501733999999994,-2.2950819672131124,800000000.0,18737334.080000002,66296804.07497523,1552781.7079863953,OST,2018-01-05
MVL,5,CCCAGG,MVL,USD,1,0.0006215682,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0006114614,0.0006215682,0.0005861943999999999,0.0006038813,0.0006215682,0.0005861943999999999,CoinBene,0.0,0.0,0.0006165147999999999,0.0006215682,0.0006165147999999999,1.768690000000003e-05,2.928870292887034,1.0106800000000016e-05,1.6528925619834736,30000000000.0,18647046.0,22938105.35,14257.596853809871,MVL,2018-08-09
CPCH,5,CCCAGG,CPCH,USD,4,0.018377833,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.017290836,0.018428391,0.017290836,0.01744251,0.018605344,0.017290836,Kucoin,0.0,0.0,0.018377833,0.018377833,0.018377833,0.0009353229999999983,5.3623188405797,0.0010869969999999993,6.286549707602335,999999999.17173,18377832.984778192,20961134.598962516,385220.2311502551,CPCH,2018-01-30
XBX,5,CCCAGG,XBX,USD,4,0.061150411,1558534275,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0761629155,0.2664523049999999,0.061150411,0.0761629155,0.2664523049999999,0.061150411,BitBay,0.0,0.0,0.061150411,0.061150411,0.061150411,-0.015012504499999996,-19.711042311661505,-0.015012504499999996,-19.711042311661505,299566773.0,18318631.290893704,2741.9617279199997,167.67208660857816,XBX,2019-02-12
TCH,5,CCCAGG,TCH,USD,4,0.0183129146,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0183915108,0.0190202804,0.016112221,0.0183915108,0.0190202804,0.016112221,CoinTiger,0.0,0.0,0.0183129146,0.0185487032,0.0183129146,-7.859619999999942e-05,-0.42735042735042417,-7.859619999999942e-05,-0.42735042735042417,1000000000.0,18312914.6,738737837.800004,13528442.935420126,TCH,2018-12-17
RNT,5,CCCAGG,RNT,USD,4,0.04574051000000001,1558534244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.04675135,0.04978387,0.04574051000000001,0.04877303,0.04978387,0.0454878,OKEX,0.0,0.0,0.04574051000000001,0.04624593,0.04574051000000001,-0.00303251999999999,-6.21761658031086,-0.001010839999999985,-2.1621621621621303,400000000.0,18296204.000000004,15262730.706919905,698125.0865271771,RNT,2018-01-08
BLOCK,5,CCCAGG,BLOCK,USD,4,3.136195647,1558534151,0.0,0.0,0,0.0,0.0,0.0,0.0,2.81322486,3.233636955,2.766861657,2.686708323,3.235208589,2.445462504,Upbit,0.0,0.0,3.136195647,3.136195647,3.136195647,0.44948732400000013,16.73003802281369,0.32297078700000004,11.480446927374304,5806466.24571343,18210214.164258894,43632.62458051994,136840.44727661184,BLOCK,2015-01-27
TRIO,5,CCCAGG,TRIO,USD,4,0.0036154804,1558534259,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0036940778,0.0038512726,0.0036154804,0.0037726752,0.0038512726,0.0036154804,OKEX,0.0,0.0,0.0036154804,0.0036154804,0.0036154804,-0.0001571948000000001,-4.16666666666667,-7.859739999999983e-05,-2.1276595744680806,5000000000.0,18077402.0,1014659404.0218112,3668481.1879165396,TRIO,2018-05-11
EVENC,5,CCCAGG,EVENC,USD,4,0.6529526289,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5296249926,0.6529526289,0.5296249926,0.5889700311,0.6529526289,0.5296249926,BTCAlpha,0.0,0.0,0.6529526289,0.6529526289,0.6529526289,0.06398259780000004,10.863472574402783,0.1233276363000001,23.285841495992894,27346799.847793,17856164.85261856,80444.19478157,52526.2484623698,EVENC,2019-05-20
SNGLS,5,CCCAGG,SNGLS,USD,4,0.0178412466,1558534251,0.0,0.0,0,0.0,0.0,28889.04229744,488.9918606761569,0.0160335432,0.019255971,0.01571916,0.0151689894,0.019255971,0.0150117978,Binance,0.0,0.0,0.0183914172,0.0185486088,0.0177626508,0.0026722572,17.61658031088083,0.0018077033999999992,11.274509803921564,1000000000.0,17841246.599999998,146183188.05566,2608063.882208214,SNGLS,2016-10-02
LKK,5,CCCAGG,LKK,USD,4,0.0138,1558517034,3.0,0.0414,609feccf-6a5a-4e39-8c6c-4ea3abc17488,1354.27,19.9138357,1354.27,19.9138357,0.015,0.015,0.0138,0.015,0.015,0.0138,Lykke,0.0,0.0,0.0138,0.0138,0.0138,-0.0011999999999999997,-7.999999999999999,-0.0011999999999999997,-7.999999999999999,1285690000.0,17742522.0,1354.269999999804,19.913835699997296,LKK,2017-10-11
POE,5,CCCAGG,POE,USD,2,0.005580273399999999,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005658868799999999,0.0059732504,0.005501677999999999,0.005580273399999999,0.0062090366,0.005501677999999999,Binance,0.0,0.0,0.005580273399999999,0.005658868799999999,0.005580273399999999,0.0,0.0,-7.859540000000002e-05,-1.3888888888888895,3141592653.0,17530945.915171325,193423920.0,1079358.3556997278,POE,2017-09-01
EVX,5,CCCAGG,EVX,USD,4,0.6946120599,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.680699382,0.7372147233,0.6803849712000001,0.6846295170000001,0.7376863395000001,0.6672583203,HuobiPro,0.0,0.0,0.6997212354,0.7027081380000001,0.6946120599,0.009982542899999891,1.4580941446612927,0.013912677899999948,2.0438799076212395,25000000.0,17365301.4975,4213425.174982522,2926695.940029127,EVX,2017-10-10
